"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051607","defense response to virus","68/504","407/21273",0.167076167076167,7.05200655200655,19.2038643608336,8.07859668402897e-38,3.24355656863763e-34,2.9474122217731e-34,"IFI44L/OAS3/RSAD2/MX1/USP18/DDX60/IFIH1/HERC5/IFI27/OAS2/OAS1/IFI6/IFIT5/OASL/PLSCR1/TRIM22/ISG15/IFIT3/RTP4/STAT2/IFIT1/TRIM5/DTX3L/PARP9/DHX58/IFI16/EIF2AK2/ZBP1/RIGI/IFIT2/MOV10/BST2/TRIM38/CXCL10/ADAR/MX2/CASP1/SHFL/PML/TRIM6/IRF7/ZNFX1/DDX60L/GBP1/NT5C3A/MICB/TREX1/IRF9/NLRP1/STAT1/GBP7/TRIM27/TRIM21/TRIM26/RIPK3/MYD88/ZC3HAV1/POLR3F/TRIM25/PCBP2/APOBEC3F/GBP3/DHX16/VAMP8/ISG20/IL27/IFITM1/NLRC5",68
"GO:0050792","regulation of viral process","36/504","183/21273",0.19672131147541,8.30327868852459,15.4566995663811,6.77717053179824e-23,1.3605169842585e-19,1.23629858227435e-19,"OAS3/RSAD2/MX1/IFIH1/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/LAMP3/IFIT1/TRIM5/IFI16/EIF2AK2/BST2/SP100/TRIM38/TRIM14/ADAR/LGALS9/SHFL/TRIM6/ZNFX1/STAT1/ARK2N/GBP7/TRIM27/TRIM21/DYNLT1/ZC3HAV1/TRIM25/APOBEC3F/AXL/ISG20/IFITM1",36
"GO:0016032","viral process","54/504","482/21273",0.112033195020747,4.72873443983402,12.8990854923791,1.64443619839849e-21,2.20080377885665e-18,1.9998652153155e-18,"OAS3/RSAD2/MX1/SIGLEC1/IFIH1/IFI27/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/LAMP3/IFIT1/TRIM5/PARP9/IFI16/EIF2AK2/BST2/SP100/TRIM38/TRIM14/ADAR/EIF3L/LGALS9/CCL2/SHFL/CHMP5/TRIM6/IRF7/ZNFX1/CCL8/SCARB2/PARP10/SSB/STAT1/ARK2N/GBP7/TRIM27/GSK3A/TRIM21/DYNLT1/CTSL/ZC3HAV1/TRIM25/PCBP2/ATG16L2/APOBEC3F/AXL/ITGA5/VAMP8/ISG20/MON1B/IFITM1",54
"GO:1903900","regulation of viral life cycle","31/504","143/21273",0.216783216783217,9.15005827505827,15.2331816703819,3.36125420746026e-21,3.37385891073824e-18,3.06581765343612e-18,"OAS3/RSAD2/MX1/IFIH1/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/LAMP3/IFIT1/TRIM5/IFI16/EIF2AK2/BST2/TRIM38/ADAR/LGALS9/SHFL/TRIM6/ZNFX1/ARK2N/GBP7/TRIM21/ZC3HAV1/TRIM25/APOBEC3F/AXL/ISG20/IFITM1",31
"GO:0048525","negative regulation of viral process","27/504","112/21273",0.241071428571429,10.1752232142857,15.1659351116899,6.51144171626994e-20,5.22868769816476e-17,4.75129620812455e-17,"OAS3/RSAD2/MX1/IFIH1/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/IFIT1/IFI16/EIF2AK2/BST2/SP100/TRIM14/SHFL/TRIM6/ZNFX1/STAT1/ARK2N/TRIM27/TRIM21/ZC3HAV1/APOBEC3F/ISG20/IFITM1",27
"GO:0019079","viral genome replication","29/504","138/21273",0.210144927536232,8.86986714975845,14.4483234499075,1.63501649633325e-19,9.48034424349503e-17,8.61476650664057e-17,"OAS3/RSAD2/MX1/IFIH1/IFI27/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/IFIT1/IFI16/EIF2AK2/BST2/TRIM38/ADAR/CCL2/SHFL/TRIM6/ZNFX1/CCL8/GBP7/ZC3HAV1/PCBP2/ATG16L2/APOBEC3F/ISG20/IFITM1",29
"GO:0045071","negative regulation of viral genome replication","21/504","60/21273",0.35,14.7729166666667,16.6422536218907,1.65286201007385e-19,9.48034424349503e-17,8.61476650664057e-17,"OAS3/RSAD2/MX1/IFIH1/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/IFIT1/IFI16/EIF2AK2/BST2/SHFL/TRIM6/ZNFX1/ZC3HAV1/APOBEC3F/ISG20/IFITM1",21
"GO:0045069","regulation of viral genome replication","24/504","90/21273",0.266666666666667,11.2555555555556,15.187921731881,5.8779312324249e-19,2.94998673727325e-16,2.68064600678746e-16,"OAS3/RSAD2/MX1/IFIH1/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/IFIT1/IFI16/EIF2AK2/BST2/TRIM38/ADAR/SHFL/TRIM6/ZNFX1/GBP7/ZC3HAV1/APOBEC3F/ISG20/IFITM1",24
"GO:0019058","viral life cycle","43/504","356/21273",0.120786516853933,5.09819756554307,12.1473020048321,1.50352624456792e-18,6.70739763548911e-16,6.09499644873966e-16,"OAS3/RSAD2/MX1/SIGLEC1/IFIH1/IFI27/OAS2/OAS1/IFIT5/OASL/PLSCR1/ISG15/LAMP3/IFIT1/TRIM5/IFI16/EIF2AK2/BST2/TRIM38/ADAR/LGALS9/CCL2/SHFL/CHMP5/TRIM6/ZNFX1/CCL8/SCARB2/ARK2N/GBP7/TRIM21/DYNLT1/CTSL/ZC3HAV1/TRIM25/PCBP2/ATG16L2/APOBEC3F/AXL/ITGA5/VAMP8/ISG20/IFITM1",43
"GO:0034340","response to type I interferon","23/504","96/21273",0.239583333333333,10.1124131944444,13.9395399108713,4.34339311999415e-17,1.74387233767765e-14,1.58465268988418e-14,"OAS3/MX1/USP18/IFIH1/IFI27/OAS2/OAS1/OASL/ISG15/STAT2/IFIT1/ZBP1/SP100/ADAR/SHFL/TRIM6/IRF7/TREX1/STAT1/PTPN6/MYD88/IFITM1/NLRC5",23
"GO:0071357","cellular response to type I interferon","21/504","90/21273",0.233333333333333,9.84861111111111,13.10431329277,1.82208126113372e-15,6.65059660313808e-13,6.04338148429615e-13,"OAS3/USP18/IFIH1/IFI27/OAS2/OAS1/OASL/ISG15/STAT2/IFIT1/ZBP1/SP100/ADAR/TRIM6/IRF7/TREX1/STAT1/PTPN6/MYD88/IFITM1/NLRC5",21
