"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051607","defense response to virus","21/140","407/21273",0.0515970515970516,7.84017199017199,11.3405006649424,2.90922395197493e-13,6.81340249552529e-10,6.08487157113072e-10,"IFI44L/USP18/DDX60/CXCL10/IFI27/OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/CXCL9/TLR7/OAS1/MX1/GBP7/RTP4/SAMHD1/HERC5/IFIT5/TRIM5/IFI6",21
"GO:0019058","viral life cycle","19/140","356/21273",0.0533707865168539,8.10969101123596,11.0106670652955,2.38802071914652e-12,2.79637226212058e-09,2.49736693102323e-09,"SIGLEC1/LAMP3/IFI27/OAS3/OAS2/SCARB2/IFIH1/RSAD2/EIF2AK2/CCL2/OAS1/AXL/MX1/KPNA2/GBP7/CCL8/IFIT5/CTSL/TRIM5",19
"GO:1903900","regulation of viral life cycle","13/140","143/21273",0.0909090909090909,13.8136363636364,12.5134847516068,1.13926266480633e-11,8.89384386992139e-09,7.94285935077253e-09,"LAMP3/OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/OAS1/AXL/MX1/KPNA2/GBP7/IFIT5/TRIM5",13
"GO:0050792","regulation of viral process","14/140","183/21273",0.0765027322404372,11.6245901639344,11.748625080638,1.86590321431744e-11,1.09248633198286e-08,9.75670970223357e-09,"LAMP3/TRIM14/OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/OAS1/AXL/MX1/KPNA2/GBP7/IFIT5/TRIM5",14
"GO:0016032","viral process","20/140","482/21273",0.04149377593361,6.30497925311203,9.58864241950615,5.7874242325595e-11,2.71082951053087e-08,2.42097093686226e-08,"SIGLEC1/LAMP3/TRIM14/IFI27/OAS3/OAS2/SCARB2/IFIH1/RSAD2/EIF2AK2/CCL2/OAS1/AXL/MX1/KPNA2/GBP7/CCL8/IFIT5/CTSL/TRIM5",20
"GO:0019079","viral genome replication","12/140","138/21273",0.0869565217391304,13.2130434782609,11.7152058423767,1.22944754535994e-10,4.79894358538832e-08,4.2858110046144e-08,"IFI27/OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/CCL2/OAS1/MX1/GBP7/CCL8/IFIT5",12
"GO:0045071","negative regulation of viral genome replication","8/140","60/21273",0.133333333333333,20.26,12.1595769511319,5.51642032983834e-09,1.84563663035448e-06,1.64828980381786e-06,"OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/OAS1/MX1/IFIT5",8
"GO:0045069","regulation of viral genome replication","9/140","90/21273",0.1,15.195,10.9837470294993,8.03361817942101e-09,2.3518417220255e-06,2.10036833190915e-06,"OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/OAS1/MX1/GBP7/IFIT5",9
"GO:0071621","granulocyte chemotaxis","10/140","132/21273",0.0757575757575758,11.5113636363636,9.85986268172515,1.73807315366926e-08,4.522852584326e-06,4.0392413524454e-06,"CXCL10/DAPK2/C5AR2/CXCL9/CCL2/CCL7/CCL13/CXCL13/CCL8/PF4",10
"GO:0048525","negative regulation of viral process","9/140","112/21273",0.0803571428571429,12.2102678571429,9.68154148952221,5.53146913173867e-08,1.2954700706532e-05,1.15695043839629e-05,"TRIM14/OAS3/OAS2/IFIH1/RSAD2/EIF2AK2/OAS1/MX1/IFIT5",9
"GO:0071222","cellular response to lipopolysaccharide","13/140","292/21273",0.0445205479452055,6.76489726027397,8.0734193124342,7.12450485159791e-08,1.51687185113112e-05,1.3546785780024e-05,"CXCL10/CMPK2/EPHB2/CXCL9/PLAA/CCL2/KMO/AXL/STAP1/CXCL13/PTAFR/PF4/TRIM5",13
"GO:0140374","antiviral innate immune response","8/140","84/21273",0.0952380952380952,14.4714285714286,10.0689844174166,8.23241673101623e-08,1.60669333200333e-05,1.43489579337976e-05,"USP18/CXCL10/OAS3/OAS2/IFIH1/EIF2AK2/OAS1/MX1",8
"GO:0097530","granulocyte migration","10/140","162/21273",0.0617283950617284,9.37962962962963,8.71395938905814,1.21786755693662e-07,2.00009337856471e-05,1.78623108598503e-05,"CXCL10/DAPK2/C5AR2/CXCL9/CCL2/CCL7/CCL13/CXCL13/CCL8/PF4",10
"GO:0071219","cellular response to molecule of bacterial origin","13/140","307/21273",0.0423452768729642,6.43436482084691,7.8063458943961,1.27364625971986e-07,2.00009337856471e-05,1.78623108598503e-05,"CXCL10/CMPK2/EPHB2/CXCL9/PLAA/CCL2/KMO/AXL/STAP1/CXCL13/PTAFR/PF4/TRIM5",13
"GO:0032479","regulation of type I interferon production","10/140","164/21273",0.0609756097560976,9.26524390243902,8.64831244639682,1.36641733804592e-07,2.00009337856471e-05,1.78623108598503e-05,"SIGLEC1/OAS3/OAS2/IFIH1/XAF1/TLR7/OAS1/KPNA2/GBP7/KAT8",10
