ID,Description,p.adjust,parent,parentTerm,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,qvalue,geneID,Count,cluster,score,size,term,termUniqueness,termUniquenessWithinCluster,termDispensability
GO:0001562,response to protozoan,0.0431844160211772,GO:0051607,defense response to virus,6/605,42/21273,0.142857142857143,5.02314049586777,4.46516222859197,0.00113292449438274,0.0395446267566057,CD40/GBP7/BATF2/GBP4/GBP1/IRF4,6,1,1.364672948950227,32,response to protozoan,0.84746875,0.5377000000000001,0.493
GO:1902969,mitotic DNA replication,0.0433739236573208,GO:0044786,cell cycle DNA replication,4/605,17/21273,0.235294117647059,8.27340787554691,5.1327989745498,0.00114745829781272,0.0397181617821842,BRCA2/GINS1/MCM6/MCM3,4,18,1.3627712892727968,17,mitotic DNA replication,0.9688046875,0.373,0.938
GO:0070588,calcium ion transmembrane transport,0.0436101512858085,GO:0097553,calcium ion transmembrane import into cytosol,22/605,375/21273,0.0586666666666667,2.06283636363636,3.55273078581397,0.00117293616774,0.0399344790155482,CXCL10/MS4A1/CXCL9/CD19/PML/CXCL11/TSPAN13/DDIT3/GRIN3A/NALF2/PRKCE/P2RX5/ASPH/TMC2/ANK2/UBASH3B/PLCG1/ATP1A2/ITPR1/CACHD1/ANO9/BCL2,22,13,1.3604124067345567,350,calcium ion transmembrane transport,0.902625,0.23883333333333334,0.937
GO:0070663,regulation of leukocyte proliferation,0.0436101512858085,GO:0042100,B cell proliferation,22/605,375/21273,0.0586666666666667,2.06283636363636,3.55273078581397,0.00117293616774,0.0399344790155482,EPHB2/CD22/CD40/FCRL3/CCL8/CD28/IRS2/BST2/TNFRSF13C/IL4I1/CD40LG/VSIG4/ADA/MEF2C/IL2RA/MAPK1/AHR/TNFRSF9/JAK2/PAWR/BCL2/BTN2A2,22,5,1.3604124067345567,273,regulation of leukocyte proliferation,0.9030859375,0.2181428571428572,0.856
GO:0035458,cellular response to interferon-beta,0.044774616785419,GO:0034340,response to type I interferon,5/605,29/21273,0.172413793103448,6.06241094328869,4.66735540024479,0.00123386840788743,0.041000797789674,OAS1/PNPT1/IFI16/TRIM6/STAT1,5,3,1.3489681224792687,28,cellular response to interferon-beta,0.8617578125,0.4451111111111111,0.566
GO:0039535,regulation of RIG-I signaling pathway,0.044774616785419,GO:0030522,intracellular receptor signaling pathway,5/605,29/21273,0.172413793103448,6.06241094328869,4.66735540024479,0.00123386840788743,0.041000797789674,DDX60/OASL/DHX58/BIRC3/UFD1,5,7,1.3489681224792687,21,regulation of RIG-I signaling pathway,0.6882421875,0.368,0.78
GO:0050855,regulation of B cell receptor signaling pathway,0.044774616785419,GO:0042113,B cell activation,5/605,29/21273,0.172413793103448,6.06241094328869,4.66735540024479,0.00123386840788743,0.041000797789674,STAP1/CD22/FCRL3/CD72/CD19,5,4,1.3489681224792687,25,regulation of B cell receptor signaling pathway,0.73284375,0.38141176470588234,0.38
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,0.0462762108493785,GO:0097553,calcium ion transmembrane import into cytosol,6/605,43/21273,0.13953488372093,4.90632327503363,4.38692323616742,0.00128545030137163,0.042375830319235,CXCL10/CXCL9/CD19/CXCL11/ASPH/PLCG1,6,13,1.334642208807935,43,positive regulation of release of sequestered calcium ion into cytosol,0.788578125,0.2058333333333333,0.86
GO:0060326,cell chemotaxis,0.0479585532815934,GO:0030595,leukocyte chemotaxis,22/605,379/21273,0.0580474934036939,2.04106500359799,3.4988013090882,0.00134275490889823,0.0439163768795061,CCL2/STAP1/CXCL13/CXCL10/CCR6/CXCL9/CCL8/CXCL11/CCL7/CXCR5/CCL13/SWAP70/CCR1/CCRL2/DAPK2/MAPK1/CXCL12/SAA1/SLAMF8/BIN2/PTPRO/CCL28,22,14,1.3191339263091655,325,cell chemotaxis,0.781140625,0.279875,0.97
GO:0071621,granulocyte chemotaxis,0.0494464995917146,GO:0030595,leukocyte chemotaxis,11/605,132/21273,0.0833333333333333,2.9301652892562,3.80584701537214,0.00139531568512775,0.0452789119532409,CCL2/CXCL13/CXCL10/CXCL9/CCL8/CCL7/CCL13/DAPK2/MAPK1/SAA1/CCL28,11,14,1.305864447480566,122,granulocyte chemotaxis,0.7536796875,0.23112500000000002,0.927
GO:0048857,neural nucleus development,0.0495296275080915,GO:0048857,neural nucleus development,8/605,76/21273,0.105263157894737,3.70126141800783,4.03616428300702,0.00140858067648673,0.0453550334509721,NDRG2/CNP/MBP/HOXB2/LARGE1/BASP1/LDHA/BCL2,8,20,1.3051349381550106,69,neural nucleus development,0.9945625,1,0
