"gene","mean_target","mean_ref","estimate","levene_p","variances_equal","p_val","padj","symbol","description"
"ENSG00000196358",2.19402985074627,9.95081967213115,-7.75678982138488,2.17958186388844e-06,FALSE,1.71566124058819e-12,3.08184228646856e-08,"NTNG2","netrin G2"
"ENSG00000164054",2.52238805970149,16.6393442622951,-14.1169562025936,6.99774860313876e-06,FALSE,5.00162348182692e-11,4.49220813020285e-07,"SHISA5","shisa family member 5"
"ENSG00000172775",0.671641791044776,5.04918032786885,-4.37753853682408,8.79989173926993e-06,FALSE,1.67639972666504e-10,1.00377227633614e-06,"PSME3IP1","proteasome activator subunit 3 interacting protein 1"
"ENSG00000172426",2.34328358208955,15.224043715847,-12.8807601337574,5.88075453087524e-05,FALSE,1.02930980116217e-09,4.62237298956901e-06,"RSPH9","radial spoke head component 9"
"ENSG00000213928",0.671641791044776,3.97267759562842,-3.30103580458364,1.41556448651899e-05,FALSE,1.67691544962762e-09,6.02448644433218e-06,"IRF9","interferon regulatory factor 9"
"ENSG00000110852",1.13432835820896,8.52459016393443,-7.39026180572547,0.000102233582304041,FALSE,2.34034542828711e-09,7.00660415472023e-06,"CLEC2B","C-type lectin domain family 2 member B"
"ENSG00000138433",0.641791044776119,4.4207650273224,-3.77897398254628,3.94513494921984e-05,FALSE,3.65483956661325e-09,9.37884044786768e-06,"CIR1","corepressor interacting with RBPJ, CIR1"
"ENSG00000079385",8.23880597014925,38.3551912568306,-30.1163852866813,5.12597428067883e-05,FALSE,4.53915731978964e-09,1.01921103669227e-05,"CEACAM1","CEA cell adhesion molecule 1"
"ENSG00000100918",8.83582089552239,35.0710382513661,-26.2352173558437,3.69039732891153e-05,FALSE,1.0735827892781e-08,2.1427519604225e-05,"REC8","REC8 meiotic recombination protein"
"ENSG00000167207",2.29850746268657,14.0273224043716,-11.728814941685,0.000223475187880305,FALSE,2.23486088597242e-08,3.65676777929804e-05,"NOD2","nucleotide binding oligomerization domain containing 2"
"ENSG00000170348",2.82089552238806,11.3114754098361,-8.49057988744801,0.000177415259430842,FALSE,2.23929441475691e-08,3.65676777929804e-05,"TMED10","transmembrane p24 trafficking protein 10"
"ENSG00000126264",0.522388059701492,3.00546448087432,-2.48307642117282,0.000280542479958931,FALSE,2.5394098800853e-08,3.80128497299769e-05,"HCST","hematopoietic cell signal transducer"
"ENSG00000132109",4.53731343283582,21.3551912568306,-16.8178778239948,0.000116071443199137,FALSE,9.21683442137029e-08,0.000127355382085442,"TRIM21","tripartite motif containing 21"
"ENSG00000139083",3.08955223880597,11.9781420765027,-8.88858983769676,8.02904118759678e-05,FALSE,1.23243216231328e-07,0.000156964629682692,"ETV6","ETS variant transcription factor 6"
"ENSG00000130066",2.56716417910448,9.77595628415301,-7.20879210504853,0.000244333370447214,FALSE,1.32571232243422e-07,0.000156964629682692,"SAT1","spermidine/spermine N1-acetyltransferase 1"
"ENSG00000099860",0.223880597014925,1.42622950819672,-1.2023489111818,0.000251591135117316,FALSE,1.39811505590552e-07,0.000156964629682692,"GADD45B","growth arrest and DNA damage inducible beta"
"ENSG00000164104",3.59701492537313,38.7377049180328,-35.1406899926597,0.000940051946783194,FALSE,2.14673404419154e-07,0.000226834021387133,"HMGB2","high mobility group box 2"
"ENSG00000184205",3.14925373134328,11.016393442623,-7.86713971127967,0.000377972309109073,FALSE,3.56366389085125e-07,0.000350396992107261,"TSPYL2","TSPY like 2"
"ENSG00000137767",3.19402985074627,14.9890710382514,-11.7950411875051,0.000151301160421601,FALSE,3.86440502111408e-07,0.000350396992107261,"SQOR","sulfide quinone oxidoreductase"
"ENSG00000196812",1.16417910447761,5,-3.83582089552239,0.000194417215186653,FALSE,3.90131929084519e-07,0.000350396992107261,"ZSCAN16","zinc finger and SCAN domain containing 16"
"ENSG00000087116",1.17910447761194,9.66120218579235,-8.48209770818041,0.00152497173453178,FALSE,4.73824344114315e-07,0.000405300318729783,"ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2"
"ENSG00000068400",1.88059701492537,7.76502732240437,-5.884430307479,0.000578705541108619,FALSE,5.42561949397666e-07,0.000443001831683194,"GRIPAP1","GRIP1 associated protein 1"
"ENSG00000204592",1.65671641791045,6.19125683060109,-4.53454041269065,0.00057970955315123,FALSE,6.59090002019819e-07,0.000514749291577479,"HLA-E","major histocompatibility complex, class I, E"
"ENSG00000151466",4.35820895522388,16.0601092896175,-11.7019003343936,0.000696826875501211,FALSE,7.90764312753002e-07,0.00059185413958259,"SCLT1","sodium channel and clathrin linker 1"
"ENSG00000168016",3,12.1857923497268,-9.18579234972678,0.00144345484057705,FALSE,9.79351229151683e-07,0.000703683445170068,"TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1"
"ENSG00000130177",6.61194029850746,25.0601092896175,-18.44816899111,0.000350964041790802,FALSE,1.13824736719382e-06,0.00078639759449625,"CDC16","cell division cycle 16"
"ENSG00000112053",2.76119402985075,8.55191256830601,-5.79071853845527,0.000361681770770601,FALSE,1.19028132440215e-06,0.000791889756675398,"SLC26A8","solute carrier family 26 member 8"
"ENSG00000142089",7.43283582089552,22.2896174863388,-14.8567816654433,0.0004787541170139,FALSE,1.30430114499081e-06,0.000836755766695353,"IFITM3","interferon induced transmembrane protein 3"
"ENSG00000132286",0.597014925373134,2.27322404371585,-1.67620911834271,0.000532839911284208,FALSE,1.62687185869844e-06,0.00100770686888966,"TIMM10B","translocase of inner mitochondrial membrane 10B"
"ENSG00000140379",1.73134328358209,9.22950819672131,-7.49816491313922,0.00191636032887479,FALSE,1.92400741041854e-06,0.00114274325054384,"BCL2A1","BCL2 related protein A1"
"ENSG00000157343",0.567164179104478,2.48633879781421,-1.91917461870973,0.0010974146347622,FALSE,1.9721116053476e-06,0.00114274325054384,"ARMC12","armadillo repeat containing 12"
"ENSG00000022567",1.6865671641791,0.404371584699454,1.28219557947965,2.16199534180854e-09,FALSE,2.11914436025438e-06,0.00118956844197655,"SLC45A4","solute carrier family 45 member 4"
"ENSG00000133101",6.13432835820895,23.3661202185792,-17.2317918603703,0.0011748314676404,FALSE,2.56020281779644e-06,0.00139360373382053,"CCNA1","cyclin A1"
"ENSG00000254997",0.776119402985075,2.4207650273224,-1.64464562433733,0.00315383945899517,FALSE,3.25992558440583e-06,0.001722295390373,"KRTAP5-9","keratin associated protein 5-9"
"ENSG00000116032",2,4.62841530054645,-2.62841530054645,0.00132266157918666,FALSE,3.54277192889384e-06,0.00181825177596343,"GRIN3B","glutamate ionotropic receptor NMDA type subunit 3B"
"ENSG00000177733",9.6865671641791,41.8087431693989,-32.1221760052198,0.00259012438452927,FALSE,3.68693619413538e-06,0.00183967874597927,"HNRNPA0","heterogeneous nuclear ribonucleoprotein A0"
"ENSG00000139737",3.23880597014925,11.0327868852459,-7.79398091509665,0.00148362874757014,FALSE,3.85158741151948e-06,0.00186989363981417,"SLAIN1","SLAIN motif family member 1"
"ENSG00000113048",2.52238805970149,12.551912568306,-10.0295245086045,0.00119795263621643,FALSE,4.16882637545488e-06,0.00197064811006042,"MRPS27","mitochondrial ribosomal protein S27"
"ENSG00000182263",3.1044776119403,24.4426229508197,-21.3381453388794,0.00309094767352651,FALSE,4.44385714504107e-06,0.00204679502298392,"FIGN","fidgetin, microtubule severing factor"
"ENSG00000118162",0.507462686567164,2.39344262295082,-1.88597993638366,0.000952993220965931,FALSE,4.57965898194047e-06,0.00205661035731492,"KPTN","kaptin, actin binding protein"
"ENSG00000100802",0.0149253731343284,0.229508196721311,-0.214582823586983,0.00323529075346163,FALSE,4.84502852241405e-06,0.00212271334995424,"C14orf93","chromosome 14 open reading frame 93"
"ENSG00000185885",7.40298507462687,23.5355191256831,-16.1325340510562,0.000492611128932359,FALSE,5.63069175766897e-06,0.00239475765481019,"IFITM1","interferon induced transmembrane protein 1"
"ENSG00000155367",0.0895522388059701,0.584699453551913,-0.495147214745942,0.00291420763096456,FALSE,5.73259361781652e-06,0.00239475765481019,"PPM1J","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"ENSG00000183621",1.23880597014925,5.13661202185792,-3.89780605170867,0.0024460252082108,FALSE,6.06710255035695e-06,0.00247689461618322,"ZNF438","zinc finger protein 438"
