"gene","mean_target","mean_ref","estimate","levene_p","variances_equal","p_val","padj","symbol","description"
"ENSG00000137959",2.45945945945946,26.1704545454545,-23.7109950859951,2.19245822392572e-21,FALSE,2.47454485366633e-27,4.44502492064082e-23,"IFI44L","interferon induced protein 44 like"
"ENSG00000137965",2.97297297297297,28.9659090909091,-25.9929361179361,6.11587808447845e-19,FALSE,1.7260604072191e-25,1.55026115474383e-21,"IFI44","interferon induced protein 44"
"ENSG00000132530",3.91891891891892,44.9431818181818,-41.0242628992629,3.78822673727502e-18,FALSE,2.47281838385666e-24,1.4806412209739e-20,"XAF1","XIAP associated factor 1"
"ENSG00000134326",0.77027027027027,6.59090909090909,-5.82063882063882,3.12210782131296e-16,FALSE,5.07317158639584e-24,2.27823453016071e-20,"CMPK2","cytidine/uridine monophosphate kinase 2"
"ENSG00000111331",0.445945945945946,5.60795454545455,-5.1620085995086,4.08062381522599e-16,FALSE,4.74967204856357e-23,1.70636718016695e-19,"OAS3","2'-5'-oligoadenylate synthetase 3"
"ENSG00000134321",1.32432432432432,8.64204545454546,-7.31772113022113,1.79618383204942e-15,FALSE,8.64090868573766e-23,2.58694404536509e-19,"RSAD2","radical S-adenosyl methionine domain containing 2"
"ENSG00000157601",8.68918918918919,51.4318181818182,-42.742628992629,1.69566821651456e-15,FALSE,1.46206274409136e-22,3.75186186744473e-19,"MX1","MX dynamin like GTPase 1"
"ENSG00000088827",5.7027027027027,42.7727272727273,-37.0700245700246,1.19803166475232e-14,FALSE,1.33577517140163e-21,2.99931617548592e-18,"SIGLEC1","sialic acid binding Ig like lectin 1"
"ENSG00000184979",1.54054054054054,23.1306818181818,-21.5901412776413,6.93137491365971e-17,FALSE,2.53883790575747e-21,5.06723836679127e-18,"USP18","ubiquitin specific peptidase 18"
"ENSG00000137628",4.25675675675676,46.8295454545455,-42.5727886977887,3.27682341447273e-15,FALSE,4.79628933014986e-21,8.61557452374819e-18,"DDX60","DExD/H-box helicase 60"
"ENSG00000115267",3.97297297297297,42.3920454545455,-38.4190724815725,1.02259005546848e-14,FALSE,6.82373193088814e-20,1.11431542431403e-16,"IFIH1","interferon induced with helicase C domain 1"
"ENSG00000138646",1.41891891891892,11.7215909090909,-10.302671990172,6.80784778819963e-12,FALSE,1.42224482998658e-19,2.12898199008742e-16,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"ENSG00000165949",1.63513513513514,34.4715909090909,-32.8364557739558,1.30034012654606e-11,FALSE,3.1421502062601e-19,4.3417264734654e-16,"IFI27","interferon alpha inducible protein 27"
"ENSG00000138642",0.202702702702703,3.78977272727273,-3.58707002457002,3.41934808944892e-13,FALSE,5.69054832592713e-19,7.30137996990207e-16,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"ENSG00000111335",0.283783783783784,3.92045454545455,-3.63667076167076,9.51586153885534e-12,FALSE,7.14345590675559e-19,8.55452656353671e-16,"OAS2","2'-5'-oligoadenylate synthetase 2"
"ENSG00000141664",2.81081081081081,27.9772727272727,-25.1664619164619,1.82608906215889e-12,FALSE,9.92225758843346e-19,1.11395945663144e-15,"ZCCHC2","zinc finger CCHC-type containing 2"
"ENSG00000089127",0.405405405405405,4.25,-3.84459459459459,1.31249518578644e-12,FALSE,1.52807663420385e-18,1.61463768118845e-15,"OAS1","2'-5'-oligoadenylate synthetase 1"
"ENSG00000126709",6.45945945945946,29.9090909090909,-23.4496314496315,1.17415388042039e-10,FALSE,1.84889500055906e-18,1.84509449416903e-15,"IFI6","interferon alpha inducible protein 6"
"ENSG00000152778",8.25675675675676,56.4715909090909,-48.2148341523341,6.24821934788813e-13,FALSE,2.14972316324804e-18,2.03239353586445e-15,"IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000177409",2.82432432432432,36.7386363636364,-33.914312039312,9.12225161285316e-11,FALSE,4.14394823248391e-18,3.72188710500542e-15,"SAMD9L","sterile alpha motif domain containing 9 like"
"ENSG00000135114",19.4324324324324,129.039772727273,-109.60734029484,1.13726857846152e-11,FALSE,1.50769087477041e-17,1.25021898551158e-14,"OASL","2'-5'-oligoadenylate synthetase like"
"ENSG00000196141",0.283783783783784,5.25568181818182,-4.97189803439803,5.14411791865079e-10,FALSE,1.53119287876495e-17,1.25021898551158e-14,"SPATS2L","spermatogenesis associated serine rich 2 like"
"ENSG00000173821",5.18918918918919,55.5795454545455,-50.3903562653563,1.19096760798182e-11,FALSE,1.69956475393851e-17,1.32736007282598e-14,"RNF213","ring finger protein 213"
"ENSG00000188313",1.43243243243243,12.8238636363636,-11.3914312039312,2.26321112073889e-12,FALSE,2.001177161916e-17,1.49779772331238e-14,"PLSCR1","phospholipid scramblase 1"
"ENSG00000132274",1.16216216216216,17.5227272727273,-16.3605651105651,7.72729063722962e-10,FALSE,4.01716006204616e-17,2.88640984778141e-14,"TRIM22","tripartite motif containing 22"
"ENSG00000187608",24.9189189189189,147.517045454545,-122.598126535627,4.42050411506707e-11,FALSE,2.66277093073825e-16,1.83966747034043e-13,"ISG15","ISG15 ubiquitin like modifier"
"ENSG00000173193",0.256756756756757,4.09659090909091,-3.83983415233415,1.87115023104768e-09,FALSE,5.37156401897288e-16,3.57368164714111e-13,"PARP14","poly(ADP-ribose) polymerase family member 14"
"ENSG00000059378",0.445945945945946,4.88068181818182,-4.43473587223587,4.61355026973321e-10,FALSE,6.71627152034543e-16,4.30872804714161e-13,"PARP12","poly(ADP-ribose) polymerase family member 12"
"ENSG00000115155",0.337837837837838,4.36931818181818,-4.03148034398034,5.90471104294971e-10,FALSE,7.35433520188074e-16,4.55537666315116e-13,"OTOF","otoferlin"
"ENSG00000119917",13.5945945945946,62.7613636363636,-49.166769041769,3.04436592137074e-10,FALSE,8.98921350238029e-16,5.32252371925956e-13,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"ENSG00000138035",2.02702702702703,19.0397727272727,-17.0127457002457,1.3914577340009e-09,FALSE,9.18544983004211e-16,5.32252371925956e-13,"PNPT1","polyribonucleotide nucleotidyltransferase 1"
