"gene","mean_target","mean_ref","estimate","levene_p","variances_equal","p_val","padj","symbol","description"
"ENSG00000154620",0.253731343283582,2.94007490636704,-2.68634356308346,2.91518846900142e-05,FALSE,4.66168336623944e-15,8.26329993499603e-11,"TMSB4Y","thymosin beta 4 Y-linked"
"ENSG00000012817",3.34328358208955,56.314606741573,-52.9713231594835,2.22808492136217e-05,FALSE,1.21445722260995e-13,1.0763734363992e-09,"KDM5D","lysine demethylase 5D"
"ENSG00000198692",1.92537313432836,29.9475655430712,-28.0221924087428,2.76232979847817e-05,FALSE,2.44838231301829e-13,1.44666749601874e-09,"EIF1AY","eukaryotic translation initiation factor 1A Y-linked"
"ENSG00000067048",6.58208955223881,97.434456928839,-90.8523673766001,3.24257653667914e-05,FALSE,1.05603554058954e-12,4.67982149812253e-09,"DDX3Y","DEAD-box helicase 3 Y-linked"
"ENSG00000129824",4.55223880597015,60.9213483146067,-56.3691095086366,3.47295957654485e-05,FALSE,2.56736924566472e-12,9.10183744973057e-09,"RPS4Y1","ribosomal protein S4 Y-linked 1"
"ENSG00000183878",15.089552238806,185.022471910112,-169.932919671306,3.36150693409932e-05,FALSE,4.51607413704695e-12,1.33419883588824e-08,"UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
"ENSG00000067646",1.61194029850746,18.7977528089888,-17.1858125104813,6.55408137667911e-05,FALSE,3.81640025671103e-11,8.4936352161057e-08,"ZFY","zinc finger protein Y-linked"
"ENSG00000165246",0.91044776119403,11.6479400749064,-10.7374923137123,0.000159862081796031,FALSE,3.83330033447172e-11,8.4936352161057e-08,"NLGN4Y","neuroligin 4 Y-linked"
"ENSG00000147050",32.5522388059701,165.573033707865,-133.020794901895,0.000267669635857944,FALSE,4.38550018810469e-10,8.63748625937152e-07,"KDM6A","lysine demethylase 6A"
"ENSG00000114374",0.597014925373134,5.9625468164794,-5.36553189110627,9.35545557073494e-05,FALSE,6.40938753958962e-10,1.04948312856926e-06,"USP9Y","ubiquitin specific peptidase 9 Y-linked"
"ENSG00000235961",2.44776119402985,7.65917602996255,-5.2114148359327,0.000614053954919147,FALSE,6.51264493639957e-10,1.04948312856926e-06,"PNMA6A","PNMA family member 6A"
"ENSG00000184368",7.19402985074627,31.5093632958801,-24.3153334451339,8.95863452553938e-05,FALSE,3.10148041178511e-09,4.23260204792434e-06,"MAP7D2","MAP7 domain containing 2"
"ENSG00000172247",4.35820895522388,12.9026217228464,-8.54441276762256,0.00356865063406833,FALSE,3.10413102916712e-09,4.23260204792434e-06,"C1QTNF4","C1q and TNF related 4"
"ENSG00000164100",0.238805970149254,1.40823970037453,-1.16943373022528,0.00137385812500745,FALSE,5.27689179451938e-09,6.68129885354646e-06,"NDST3","N-deacetylase and N-sulfotransferase 3"
"ENSG00000146938",3.23880597014925,15.314606741573,-12.0758007714238,0.000545510333991436,FALSE,7.44628455779341e-09,8.51862751089022e-06,"NLGN4X","neuroligin 4 X-linked"
"ENSG00000177733",9.6865671641791,41.1385767790262,-31.4520096148471,0.000992916309119935,FALSE,7.68915943666048e-09,8.51862751089022e-06,"HNRNPA0","heterogeneous nuclear ribonucleoprotein A0"
"ENSG00000140986",14.6119402985075,63.9887640449438,-49.3768237464364,0.00316692891878739,FALSE,2.1148318046838e-08,2.20514756293089e-05,"RPL3L","ribosomal protein L3 like"
"ENSG00000137959",22.4776119402985,4.75280898876404,17.7248029515345,1.12438261184314e-21,FALSE,2.44848057133965e-08,2.41120925597592e-05,"IFI44L","interferon induced protein 44 like"
"ENSG00000154485",0.582089552238806,1.49438202247191,-0.912292470233104,0.000644985661706455,FALSE,2.68322986593912e-08,2.50331224229667e-05,"MMP21","matrix metallopeptidase 21"
"ENSG00000185559",11.2537313432836,51.5805243445693,-40.3267930012857,0.0030732332799048,FALSE,3.00365697147832e-08,2.66214117382123e-05,"DLK1","delta like non-canonical Notch ligand 1"
"ENSG00000167207",2.29850746268657,10.4157303370787,-8.11722287439208,0.000769614380012496,FALSE,3.59256286574497e-08,3.03246520753311e-05,"NOD2","nucleotide binding oligomerization domain containing 2"
"ENSG00000261308",4.22388059701493,20.3258426966292,-16.1019620996143,0.00159364382314764,FALSE,4.24999442356641e-08,3.42433641600628e-05,"FIGNL2","fidgetin like 2"
"ENSG00000196358",2.19402985074627,6.32958801498127,-4.135558164235,0.000473856141749512,FALSE,6.93270723661257e-08,5.34300732505193e-05,"NTNG2","netrin G2"
"ENSG00000204764",1.91044776119403,4.9063670411985,-2.99591928000447,0.00166945806707159,FALSE,7.93981119034245e-08,5.80751068939583e-05,"RANBP17","RAN binding protein 17"
"ENSG00000254997",0.776119402985075,2.45318352059925,-1.67706411761418,0.0104195631467102,FALSE,8.19066722525645e-08,5.80751068939583e-05,"KRTAP5-9","keratin associated protein 5-9"
"ENSG00000123570",3.07462686567164,11.7790262172285,-8.70439935155682,0.00173334613078006,FALSE,9.92555816960879e-08,6.76694015824944e-05,"RAB9B","RAB9B, member RAS oncogene family"
"ENSG00000174348",4,14.6179775280899,-10.6179775280899,0.00169332002617576,FALSE,1.26002797381008e-07,8.27231698657684e-05,"PODN","podocan"
"ENSG00000184979",20.4925373134328,1.8501872659176,18.6423500475152,1.68967679299505e-27,FALSE,1.46682462079844e-07,9.28604758152609e-05,"USP18","ubiquitin specific peptidase 18"
"ENSG00000186104",5.61194029850746,18.4569288389513,-12.8449885404438,0.00195154799463322,FALSE,1.52021607147374e-07,9.29218968377365e-05,"CYP2R1","cytochrome P450 family 2 subfamily R member 1"
"ENSG00000171303",0.0597014925373134,0.382022471910112,-0.322320979372799,0.00261046831410514,FALSE,1.62016585057885e-07,9.5730199557869e-05,"KCNK3","potassium two pore domain channel subfamily K member 3"
"ENSG00000072849",2.47761194029851,8.82022471910112,-6.34261277880262,0.000426444303908546,FALSE,1.92168779674438e-07,0.000108693367618613,"DERL2","derlin 2"
"ENSG00000188056",0.686567164179104,2.8314606741573,-2.1448935099782,0.00120023486473794,FALSE,1.96219551156246e-07,0.000108693367618613,"TREML4","triggering receptor expressed on myeloid cells like 4"
"ENSG00000088827",38.1791044776119,7.65168539325843,30.5274190843535,1.19472911230769e-21,FALSE,2.21996421070826e-07,0.000117506701260554,"SIGLEC1","sialic acid binding Ig like lectin 1"
"ENSG00000149243",1.28358208955224,5.10112359550562,-3.81754150595338,0.00177288271230722,FALSE,2.25919597939527e-07,0.000117506701260554,"KLHL35","kelch like family member 35"
"ENSG00000188396",1.53731343283582,3.69662921348315,-2.15931578064732,0.00405319491669727,FALSE,2.32017067816731e-07,0.000117506701260554,"DYNLT4","dynein light chain Tctex-type 4"
"ENSG00000160062",2.32835820895522,8.59925093632959,-6.27089272737436,0.00219403721187715,FALSE,2.54972623710897e-07,0.000125545686886094,"ZBTB8A","zinc finger and BTB domain containing 8A"
"ENSG00000165507",0.0298507462686567,0.262172284644195,-0.232321538375538,0.00330443836966632,FALSE,2.65932425801051e-07,0.000127403194047282,"DEPP1","DEPP autophagy regulator 1"
"ENSG00000162869",0.537313432835821,2.26591760299625,-1.72860417016043,0.00401128328123685,FALSE,2.98627621980341e-07,0.000139301927032198,"PPP1R21","protein phosphatase 1 regulatory subunit 21"
"ENSG00000168594",0.0597014925373134,0.591760299625468,-0.532058807088155,0.00585419461817228,FALSE,3.40461107494981e-07,0.000153929815988248,"ADAM29","ADAM metallopeptidase domain 29"
"ENSG00000140319",2.58208955223881,15.4007490636704,-12.8186595114316,0.00676494480710191,FALSE,3.47353753781446e-07,0.000153929815988248,"SRP14","signal recognition particle 14"
"ENSG00000197191",0.223880597014925,0.760299625468165,-0.536419028453239,0.0015171486585661,FALSE,4.56329743779529e-07,0.000197290269225266,"CYSRT1","cysteine rich tail 1"
"ENSG00000187730",4.04477611940298,10.6067415730337,-6.56196545363072,0.00696051553176029,FALSE,5.32910890909261e-07,0.000224242198792541,"GABRD","gamma-aminobutyric acid type A receptor subunit delta"
"ENSG00000160505",1.08955223880597,3.76029962546816,-2.67074738666219,0.00553645671992165,FALSE,5.43970131336978e-07,0.000224242198792541,"NLRP4","NLR family pyrin domain containing 4"
"ENSG00000137628",41.8955223880597,6.94756554307116,34.9479568449885,1.18202305055983e-22,FALSE,5.63992594974963e-07,0.000224904929559736,"DDX60","DExD/H-box helicase 60"
"ENSG00000186834",6.95522388059702,35.749063670412,-28.793839789815,0.00167963435096638,FALSE,5.70953505031486e-07,0.000224904929559736,"HEXIM1","HEXIM P-TEFb complex subunit 1"
"ENSG00000164404",2.58208955223881,9.38202247191011,-6.79993291967131,0.00157205795558849,FALSE,6.04842917174315e-07,0.000233074903257215,"GDF9","growth differentiation factor 9"
"ENSG00000149506",9.11940298507463,18.9588014981273,-9.83939851305271,0.00271710262251342,FALSE,6.32249147368805e-07,0.000236997379926815,"ZP1","zona pellucida glycoprotein 1"
"ENSG00000078081",11.044776119403,1.38576779026217,9.65900832914081,4.76811396627054e-24,FALSE,6.42576425612595e-07,0.000236997379926815,"LAMP3","lysosomal associated membrane protein 3"
"ENSG00000174473",0.388059701492537,1.11985018726592,-0.73179048577338,0.000948884073642494,FALSE,6.55132100666475e-07,0.000236997379926815,"GALNTL6","polypeptide N-acetylgalactosaminyltransferase like 6"
"ENSG00000198663",0.0447761194029851,0.292134831460674,-0.247358712057689,0.00353875465364293,FALSE,6.82384380423753e-07,0.000241918910547829,"C6orf89","chromosome 6 open reading frame 89"
"ENSG00000163431",1.01492537313433,2.67415730337079,-1.65923193023646,0.00320260769422156,FALSE,7.18190699509769e-07,0.00024962055567667,"LMOD1","leiomodin 1"
"ENSG00000167646",1.97014925373134,5.29588014981273,-3.32573089608139,0.0123569494128468,FALSE,7.7225960600807e-07,0.000263251418771136,"DNAAF3","dynein axonemal assembly factor 3"
"ENSG00000130876",2.14925373134328,6.97378277153558,-4.8245290401923,0.01087534665229,FALSE,8.01539349371131e-07,0.00026629577265891,"SLC7A10","solute carrier family 7 member 10"
"ENSG00000126264",0.522388059701492,2.0374531835206,-1.51506512381911,0.00449763573668143,FALSE,8.11236134693735e-07,0.00026629577265891,"HCST","hematopoietic cell signal transducer"
"ENSG00000142544",2.65671641791045,10.5917602996255,-7.93504388171502,0.00322625531540414,FALSE,9.11124556409488e-07,0.000293647161580265,"CTU1","cytosolic thiouridylase subunit 1"
"ENSG00000174059",0,0.0861423220973783,-0.0861423220973783,0.0127045235689531,FALSE,1.00593470594584e-06,0.000318414260671357,"CD34","CD34 molecule"
"ENSG00000131771",0.0298507462686567,0.318352059925094,-0.288501313656437,0.008300370828572,FALSE,1.07740521638987e-06,0.000329720575261747,"PPP1R1B","protein phosphatase 1 regulatory inhibitor subunit 1B"
"ENSG00000138642",3.22388059701493,0.318352059925094,2.90552853708983,3.61886067987431e-21,FALSE,1.07885554356207e-06,0.000329720575261747,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"ENSG00000183671",0.582089552238806,2.05243445692884,-1.47034490469003,0.00185326888797298,FALSE,1.19765034725563e-06,0.000357243383707789,"CMKLR2","chemerin chemokine-like receptor 2"
"ENSG00000055130",121.44776119403,17.5318352059925,103.915925988037,4.60520203731469e-20,FALSE,1.20921826821998e-06,0.000357243383707789,"CUL1","cullin 1"
"ENSG00000137965",20.4477611940299,5.7940074906367,14.6537537033931,3.9282824584512e-13,FALSE,1.35470934591579e-06,0.000390801498763907,"IFI44","interferon induced protein 44"
"ENSG00000187908",0.477611940298507,17.7415730337079,-17.2639610934094,0.013872502179122,FALSE,1.36690132705417e-06,0.000390801498763907,"DMBT1","deleted in malignant brain tumors 1"
"ENSG00000183695",0.104477611940299,0.434456928838951,-0.329979316898653,0.00172155425189706,FALSE,1.49321579305336e-06,0.000420138780121648,"MRGPRX2","MAS related GPR family member X2"
"ENSG00000186871",19.5074626865672,61.2621722846442,-41.754709598077,0.00264437220527377,FALSE,1.80581807799728e-06,0.000500155175790309,"ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase"
"ENSG00000197859",1.62686567164179,3.71910112359551,-2.09223545195371,0.00320316053152079,FALSE,1.87593473390792e-06,0.000511581832203873,"ADAMTSL2","ADAMTS like 2"
"ENSG00000106785",39.6865671641791,8.17602996254682,31.5105372016323,7.60391226693156e-18,FALSE,1.96256988484694e-06,0.000527098693618133,"TRIM14","tripartite motif containing 14"
"ENSG00000110852",1.13432835820896,4.86516853932584,-3.73084018111689,0.0118108615021884,FALSE,2.3178169526576e-06,0.000612716479783359,"CLEC2B","C-type lectin domain family 2 member B"
"ENSG00000072954",0.164179104477612,0.696629213483146,-0.532450109005534,0.00255678872670504,FALSE,2.35048632659756e-06,0.000612716479783359,"TMEM38A","transmembrane protein 38A"
"ENSG00000215277",0.477611940298507,1.44943820224719,-0.971826261948683,0.00737834851963408,FALSE,2.5269502808177e-06,0.000649169864895282,"RNF212B","ring finger protein 212B"
"ENSG00000010282",3.16417910447761,6.23220973782772,-3.0680306333501,0.00750838096694291,FALSE,2.5651034070038e-06,0.000649557471322134,"HHATL","hedgehog acyltransferase like"
"ENSG00000197696",1.02985074626866,3.20973782771536,-2.1798870814467,0.00185477060387748,FALSE,2.62102295823487e-06,0.000654369759967203,"NMB","neuromedin B"
"ENSG00000155367",0.0895522388059701,0.453183520599251,-0.363631281793281,0.00554183348325723,FALSE,2.91730894689512e-06,0.000718225255453651,"PPM1J","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"ENSG00000154080",0,0.0786516853932584,-0.0786516853932584,0.0176691030139703,FALSE,3.1070091929731e-06,0.00074641741601238,"CHST9","carbohydrate sulfotransferase 9"
"ENSG00000101115",5.11940298507463,12.5730337078652,-7.45363072279054,0.0116348171490639,FALSE,3.11603795469458e-06,0.00074641741601238,"SALL4","spalt like transcription factor 4"
"ENSG00000169752",1.6865671641791,5.17602996254682,-3.48946279836771,0.0176600326647998,FALSE,3.61239432891615e-06,0.000853777358324901,"NRG4","neuregulin 4"
"ENSG00000187017",10.3582089552239,28.2696629213483,-17.9114539661244,0.00373321385095605,FALSE,3.73477177086974e-06,0.000871086373821539,"ESPN","espin"
"ENSG00000148660",52.6417910447761,15.7228464419476,36.9189446028286,8.06600757535243e-08,FALSE,3.944689017529e-06,0.000900520141754118,"CAMK2G","calcium/calmodulin dependent protein kinase II gamma"
"ENSG00000131944",1.19402985074627,3.97752808988764,-2.78349823914137,0.00304827681055521,FALSE,3.96257311614697e-06,0.000900520141754118,"FAAP24","FA core complex associated protein 24"
"ENSG00000089472",3.02985074626866,10.1385767790262,-7.10872603275756,0.000413655322042181,FALSE,4.16885155369372e-06,0.00093540585621234,"HEPH","hephaestin"
"ENSG00000115155",3.65671641791045,0.415730337078652,3.2409860808318,4.18121549392814e-23,FALSE,4.24954154458758e-06,0.000941592167741993,"OTOF","otoferlin"
"ENSG00000169245",2.01492537313433,0.378277153558052,1.63664821957628,3.98723443139185e-18,FALSE,4.34454376726493e-06,0.000950757812574545,"CXCL10","C-X-C motif chemokine ligand 10"
"ENSG00000126012",10.7910447761194,36.8164794007491,-26.0254346246297,0.00264738910854431,FALSE,4.62402180742185e-06,0.000999578177540973,"KDM5C","lysine demethylase 5C"
"ENSG00000165349",5.1044776119403,13.4644194756554,-8.35994186371513,0.00533609877310804,FALSE,4.77114954823603e-06,0.00100496493512093,"SLC7A3","solute carrier family 7 member 3"
"ENSG00000196683",0.253731343283582,1.68164794007491,-1.42791659679132,0.0127448282963863,FALSE,4.80899376430706e-06,0.00100496493512093,"TOMM7","translocase of outer mitochondrial membrane 7"
"ENSG00000115446",0.567164179104478,1.58052434456929,-1.01336016546481,0.00194355829957933,FALSE,4.81902400345703e-06,0.00100496493512093,"UNC50","unc-50 inner nuclear membrane RNA binding protein"
"ENSG00000165949",25.8358208955224,2.78277153558052,23.0530493599419,3.59475158010575e-20,FALSE,4.91476098758817e-06,0.00101301224727893,"IFI27","interferon alpha inducible protein 27"
"ENSG00000136931",4.22388059701493,10.4194756554307,-6.19559505841579,0.00545844458597113,FALSE,5.15258958537873e-06,0.00104982532172901,"NR5A1","nuclear receptor subfamily 5 group A member 1"
"ENSG00000100802",0.0149253731343284,0.157303370786517,-0.142377997652189,0.00910882438534754,FALSE,5.31441896485769e-06,0.00107049307467122,"C14orf93","chromosome 14 open reading frame 93"
"ENSG00000149488",8.55223880597015,20.87265917603,-12.3204203700598,0.0113362276413161,FALSE,5.3987544766776e-06,0.00107526204329873,"TMC2","transmembrane channel like 2"
"ENSG00000243955",3.13432835820896,6.93258426966292,-3.79825591145397,0.0080921633355089,FALSE,5.4796815162402e-06,0.0010792537172986,"GSTA1","glutathione S-transferase alpha 1"
"ENSG00000166321",0.373134328358209,1.27340823970037,-0.900273911342166,0.00483459190046571,FALSE,5.63676143021891e-06,0.00109799157266,"NUDT13","nudix hydrolase 13"
"ENSG00000135436",5.65671641791045,13.4044943820225,-7.74777796411202,0.0107516521630684,FALSE,5.75669091825779e-06,0.00110916416540258,"FAM186B","family with sequence similarity 186 member B"
"ENSG00000168903",1.2089552238806,2.64794007490637,-1.43898485102577,4.07534508108843e-05,FALSE,5.87475513346108e-06,0.00111974096231969,"BTNL3","butyrophilin like 3"
"ENSG00000196141",4.08955223880597,0.573033707865168,3.5165185309408,4.90039241506611e-19,FALSE,5.98425170580977e-06,0.00112847708231047,"SPATS2L","spermatogenesis associated serine rich 2 like"
"ENSG00000163644",38.5373134328358,8.73408239700374,29.8032310358321,8.59571996042538e-18,FALSE,6.537374172772e-06,0.00121980520617428,"PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K"
"ENSG00000176720",1.6865671641791,5.41573033707865,-3.72916317289955,0.00763097207259366,FALSE,6.66946459857599e-06,0.00122212018363526,"BOK","BCL2 family apoptosis regulator BOK"
"ENSG00000271092",2.94029850746269,6.91011235955056,-3.96981385208788,0.00767924874465612,FALSE,6.68767109402122e-06,0.00122212018363526,"TLCD4-RWDD3","TLCD4-RWDD3 readthrough"
"ENSG00000134245",5.86567164179105,15.9213483146067,-10.0556766728157,0.00791938178877538,FALSE,6.85043898348245e-06,0.00123909062674704,"WNT2B","Wnt family member 2B"
"ENSG00000105246",0.746268656716418,2.53558052434457,-1.78931186762815,0.0050183593238918,FALSE,7.47264110680009e-06,0.00133798016423372,"EBI3","Epstein-Barr virus induced 3"
"ENSG00000174990",1.22388059701493,3.45318352059925,-2.22930292358433,0.00413421843049058,FALSE,8.21071685323009e-06,0.00144984071469233,"CA5A","carbonic anhydrase 5A"
"ENSG00000146872",1.07462686567164,3.74906367041199,-2.67443680474034,0.0077887454595522,FALSE,8.26096762856401e-06,0.00144984071469233,"TLK2","tousled like kinase 2"
"ENSG00000100504",17.7462686567164,5.91385767790262,11.8324109788138,2.6262247994369e-08,FALSE,8.45340345966457e-06,0.00146906891888249,"PYGL","glycogen phosphorylase L"
"ENSG00000172940",2.52238805970149,6.07865168539326,-3.55626362569177,0.0239908763775566,FALSE,8.80014508737916e-06,0.00150552402166733,"SLC22A13","solute carrier family 22 member 13"
"ENSG00000136546",6.83582089552239,13.4269662921348,-6.59114539661244,0.020538554278118,FALSE,8.83304176088246e-06,0.00150552402166733,"SCN7A","sodium voltage-gated channel alpha subunit 7"
"ENSG00000197296",1.16417910447761,3.32209737827715,-2.15791827379954,0.00286649386244593,FALSE,9.09320863846648e-06,0.00153510682214721,"FITM2","fat storage inducing transmembrane protein 2"
"ENSG00000164104",3.59701492537313,24.3295880149813,-20.7325730896081,0.0171284068753605,FALSE,9.35657350433446e-06,0.00156466624469653,"HMGB2","high mobility group box 2"
"ENSG00000117707",2.08955223880597,4.48314606741573,-2.39359382860976,0.00365751057564182,FALSE,9.60721710155292e-06,0.0015672003197724,"PROX1","prospero homeobox 1"
