"gene","mean_target","mean_ref","estimate","levene_p","variances_equal","p_val","padj","symbol","description"
"ENSG00000134321",11.3411764705882,2.05243445692884,9.2887420136594,4.64300654431042e-21,FALSE,2.63563137573605e-19,4.67112948721701e-15,"RSAD2","radical S-adenosyl methionine domain containing 2"
"ENSG00000134326",8.71764705882353,1.25468164794007,7.46296541088345,1.67964308919176e-27,FALSE,1.40711088360516e-18,1.24691130950671e-14,"CMPK2","cytidine/uridine monophosphate kinase 2"
"ENSG00000185745",89.9882352941176,19.936329588015,70.0519057061027,3.75977493121821e-12,FALSE,5.1873064095224e-18,3.06448771653219e-14,"IFIT1","interferon induced protein with tetratricopeptide repeats 1"
"ENSG00000126709",40.4352941176471,7.62546816479401,32.8098259528531,7.99175905033758e-22,FALSE,8.80352371636084e-18,3.46786412539792e-14,"IFI6","interferon alpha inducible protein 6"
"ENSG00000157601",66.8705882352941,13.876404494382,52.9941837409121,7.55178742195762e-19,FALSE,9.78351330304665e-18,3.46786412539792e-14,"MX1","MX dynamin like GTPase 1"
"ENSG00000137965",36.2823529411765,5.7940074906367,30.4883454505398,5.81021337600865e-34,FALSE,1.43503265281898e-17,4.23884728431847e-14,"IFI44","interferon induced protein 44"
"ENSG00000137959",32.9411764705882,4.75280898876404,28.1883674818242,6.9545918621698e-46,FALSE,3.35098189486102e-17,8.48420744608884e-14,"IFI44L","interferon induced protein 44 like"
"ENSG00000119917",85.8823529411765,20.0674157303371,65.8149372108394,2.23624141661579e-12,FALSE,7.24141248351403e-17,1.60424441806649e-13,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"ENSG00000132530",58.3176470588235,9.62921348314607,48.6884335756775,8.21417840894789e-38,FALSE,3.27797104288748e-16,6.45505342145497e-13,"XAF1","XIAP associated factor 1"
"ENSG00000111331",7.11764705882353,0.955056179775281,6.16259087904825,1.69535627850247e-32,FALSE,7.20015076776248e-16,1.27608272057054e-12,"OAS3","2'-5'-oligoadenylate synthetase 3"
"ENSG00000089127",5.45882352941176,0.722846441947566,4.7359770874642,4.0389979192856e-41,FALSE,9.83751259999907e-16,1.5850021437253e-12,"OAS1","2'-5'-oligoadenylate synthetase 1"
"ENSG00000141664",40.2235294117647,5.44569288389513,34.7778365278696,2.55764084756516e-34,FALSE,1.67172645716919e-15,2.46900066670079e-12,"ZCCHC2","zinc finger CCHC-type containing 2"
"ENSG00000138646",15.8588235294118,2.35205992509363,13.5067636043181,7.8530685438698e-19,FALSE,5.55823764117447e-15,7.57758813188732e-12,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"ENSG00000088827",51.1529411764706,7.65168539325843,43.5012557832122,2.66891277306485e-44,FALSE,8.60895200405241e-15,1.07079452364827e-11,"SIGLEC1","sialic acid binding Ig like lectin 1"
"ENSG00000152778",75.3411764705882,11.250936329588,64.0902401410002,4.01514351938092e-31,FALSE,9.23245309094866e-15,1.07079452364827e-11,"IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000187608",212.670588235294,36.1310861423221,176.539502092972,6.39584001523482e-24,FALSE,9.66693696234965e-15,1.07079452364827e-11,"ISG15","ISG15 ubiquitin like modifier"
"ENSG00000135114",175.858823529412,34.7602996254682,141.098523903944,1.55666563037944e-24,FALSE,1.41411805380349e-14,1.4742596627976e-11,"OASL","2'-5'-oligoadenylate synthetase like"
"ENSG00000115267",52.4470588235294,6.50561797752809,45.9414408460013,5.28907114102443e-36,FALSE,1.78677889232068e-14,1.75928235047774e-11,"IFIH1","interferon induced with helicase C domain 1"
"ENSG00000184979",28.0117647058824,1.8501872659176,26.1615774399647,1.21398567510607e-59,FALSE,3.24293496701512e-14,3.02497560107416e-11,"USP18","ubiquitin specific peptidase 18"
"ENSG00000119922",77.3294117647059,18.4007490636704,58.9286627010355,5.4632868712927e-12,FALSE,6.32503359690715e-14,5.60492852189927e-11,"IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"ENSG00000111335",4.68235294117647,0.359550561797753,4.32280237937872,7.28905501503613e-44,FALSE,1.55626655355735e-13,1.31341486327128e-10,"OAS2","2'-5'-oligoadenylate synthetase 2"
"ENSG00000165949",47.1764705882353,2.78277153558052,44.3936990526548,1.06472938216167e-69,FALSE,2.25212857278943e-13,1.81429430434305e-10,"IFI27","interferon alpha inducible protein 27"
"ENSG00000146938",2.48235294117647,15.314606741573,-12.8322538003966,2.52494469436637e-05,FALSE,4.49925419982265e-13,3.46696879058508e-10,"NLGN4X","neuroligin 4 X-linked"
"ENSG00000137628",51.5294117647059,6.94756554307116,44.5818462216347,3.28997699405389e-36,FALSE,5.04598501856995e-13,3.72624968683814e-10,"DDX60","DExD/H-box helicase 60"
"ENSG00000059378",6.67058823529412,0.782771535580524,5.88781669971359,5.3300985914433e-33,FALSE,2.31350467024021e-12,1.64008973082669e-09,"PARP12","poly(ADP-ribose) polymerase family member 12"
"ENSG00000055332",25.8588235294118,5.28838951310861,20.5704340163032,2.14704306902649e-19,FALSE,5.27175804733626e-12,3.59351414895925e-09,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"ENSG00000124256",3.64705882352941,0.49812734082397,3.14893148270544,1.49863653313652e-27,FALSE,6.85223202261174e-12,4.49785585691659e-09,"ZBP1","Z-DNA binding protein 1"
"ENSG00000188157",48.5058823529412,10.6966292134831,37.809253139458,3.8296170753313e-24,FALSE,1.8877569995683e-11,1.19488276083389e-08,"AGRN","agrin"
"ENSG00000138642",4.51764705882353,0.318352059925094,4.19929499889844,1.01909607331605e-45,FALSE,2.06017919086544e-11,1.2590536482658e-08,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"ENSG00000108771",42.0705882352941,7.17602996254682,34.8945582727473,2.19356533853382e-26,FALSE,2.21567537518533e-11,1.30894715581366e-08,"DHX58","DExH-box helicase 58"
"ENSG00000196116",18.5176470588235,3.36704119850187,15.1506058603217,1.34587966112355e-24,FALSE,3.58400032262103e-11,2.04900766831653e-08,"TDRD7","tudor domain containing 7"
"ENSG00000196141",6.51764705882353,0.573033707865168,5.94461335095836,1.24617067497099e-40,FALSE,3.90725997997602e-11,2.16401151953484e-08,"SPATS2L","spermatogenesis associated serine rich 2 like"
"ENSG00000068079",62.9647058823529,15.2097378277154,47.7549680546376,8.35407985748048e-19,FALSE,6.46927418823611e-11,3.47439231630632e-08,"IFI35","interferon induced protein 35"
"ENSG00000078081",13.5647058823529,1.38576779026217,12.1789380920908,8.52376609302104e-35,FALSE,6.75798848067317e-11,3.52270087773443e-08,"LAMP3","lysosomal associated membrane protein 3"
"ENSG00000165246",1.21176470588235,11.6479400749064,-10.436175369024,3.85040886985822e-05,FALSE,7.78236231237784e-11,3.94076592177922e-08,"NLGN4Y","neuroligin 4 Y-linked"
"ENSG00000136514",2.32941176470588,0.322097378277154,2.00731438642873,2.14325803642929e-27,FALSE,1.98093064301802e-10,9.75223160728012e-08,"RTP4","receptor transporter protein 4"
"ENSG00000115155",5.27058823529412,0.415730337078652,4.85485789821547,2.70900155480683e-38,FALSE,2.47406368971989e-10,1.18507650737583e-07,"OTOF","otoferlin"
"ENSG00000188313",16.2705882352941,4.16104868913858,12.1095395461555,1.21073498911629e-13,FALSE,2.89342497989627e-10,1.3494781820711e-07,"PLSCR1","phospholipid scramblase 1"
"ENSG00000173193",4.23529411764706,0.98501872659176,3.2502753910553,1.21647854090991e-14,FALSE,6.07403189187454e-10,2.76025813383827e-07,"PARP14","poly(ADP-ribose) polymerase family member 14"
"ENSG00000185507",58.5411764705882,14.2434456928839,44.2977307777043,3.74596135014773e-13,FALSE,7.33515066043989e-10,3.2500218788744e-07,"IRF7","interferon regulatory factor 7"
"ENSG00000165185",3.21176470588235,0.460674157303371,2.75109054857898,4.0299043714693e-29,FALSE,9.77226878343595e-10,4.22424194265452e-07,"KIAA1958","KIAA1958"
"ENSG00000132274",20.9411764705882,3.88014981273408,17.0610266578542,8.70698536468132e-20,FALSE,1.04025833031351e-09,4.38964247336817e-07,"TRIM22","tripartite motif containing 22"
"ENSG00000183486",39.3058823529412,9.90262172284644,29.4032606300947,3.42049670317869e-17,FALSE,1.32740606126696e-09,5.471073866008e-07,"MX2","MX dynamin like GTPase 2"
"ENSG00000168702",2.94117647058824,8.99625468164794,-6.0550782110597,0.000352305645010239,FALSE,1.49206748306103e-09,6.00998000052058e-07,"LRP1B","LDL receptor related protein 1B"
"ENSG00000155363",47.0470588235294,8.73408239700374,38.3129764265257,2.91401082014402e-22,FALSE,1.55860253089539e-09,6.138469478902e-07,"MOV10","Mov10 RNA helicase"
"ENSG00000177409",44.0823529411765,11.8501872659176,32.2321656752589,1.60860219681954e-13,FALSE,1.70304569882714e-09,6.56153889572031e-07,"SAMD9L","sterile alpha motif domain containing 9 like"
"ENSG00000067066",39.2470588235294,8.75280898876404,30.4942498347654,1.53717847014173e-17,FALSE,2.098178662693e-09,7.72140363987149e-07,"SP100","SP100 nuclear antigen"
"ENSG00000129824",10.7294117647059,60.9213483146067,-50.1919365499009,4.14024689556286e-05,FALSE,2.11838903080647e-09,7.72140363987149e-07,"RPS4Y1","ribosomal protein S4 Y-linked 1"
"ENSG00000107201",67.5058823529412,13.374531835206,54.1313505177352,6.91317174553163e-21,FALSE,2.13478969899962e-09,7.72140363987149e-07,"RIGI","RNA sensor RIG-I"
"ENSG00000140464",38.8352941176471,9.26591760299626,29.5693765146508,1.07773567474466e-13,FALSE,2.57980791486392e-09,9.14438713502664e-07,"PML","PML nuclear body scaffold"
"ENSG00000163565",53.1176470588235,10.565543071161,42.5521039876625,2.25070370665723e-19,FALSE,2.89446430803553e-09,1.00585472414341e-06,"IFI16","interferon gamma inducible protein 16"
"ENSG00000147050",38.6117647058824,165.573033707865,-126.961269001983,0.000100633267157767,FALSE,3.62299340096420e-09,1.23481369317862e-06,"KDM6A","lysine demethylase 6A"
"ENSG00000012817",9.95294117647059,56.314606741573,-46.3616655651024,4.08786670225799e-05,FALSE,4.3914454885086e-09,1.46848279986487e-06,"KDM5D","lysine demethylase 5D"
"ENSG00000132256",21.1529411764706,3.94756554307116,17.2053756333994,4.57385103725758e-22,FALSE,5.33891819728539e-09,1.75225272612017e-06,"TRIM5","tripartite motif containing 5"
"ENSG00000183760",5.08235294117647,18.5056179775281,-13.4232650363516,0.000452033361537708,FALSE,6.93743321615496e-09,2.2354932525439e-06,"ACP7","acid phosphatase 7, tartrate resistant (putative)"
"ENSG00000177294",13.5176470588235,3.36704119850187,10.1506058603217,5.16849866513176e-21,FALSE,7.25380462659293e-09,2.29569963209119e-06,"FBXO39","F-box protein 39"
"ENSG00000136147",50.5764705882353,11.3445692883895,39.2319012998458,2.58271640301809e-23,FALSE,8.25305075783069e-09,2.56611962422865e-06,"PHF11","PHD finger protein 11"
"ENSG00000130813",6,1.0936329588015,4.9063670411985,3.69025033785447e-22,FALSE,9.54323944812373e-09,2.9161178058465e-06,"SHFL","shiftless antiviral inhibitor of ribosomal frameshifting"
"ENSG00000067646",3.15294117647059,18.7977528089888,-15.6448116325182,5.59361692652293e-05,FALSE,9.96901525599610e-09,2.99459080308506e-06,"ZFY","zinc finger protein Y-linked"
"ENSG00000173821",65.5058823529412,18.4644194756554,47.0414628772857,1.53680235928165e-15,FALSE,1.28706925574891e-08,3.80178806993965e-06,"RNF213","ring finger protein 213"
"ENSG00000137200",16.9176470588235,3.812734082397,13.1049129764265,2.88408440153481e-15,FALSE,1.65760710184459e-08,4.741847706966e-06,"CMTR1","cap methyltransferase 1"
