gene_name,drug_name,drug_id,mechanism,rho,p_val,pathway_associated,source
PIK3CD,Duvelisib,DB11952,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Fostamatinib,DB12010,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Copanlisib,DB12483,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,CH-5132799,DB13051,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Parsaclisib,DB14867,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Umbralisib,DB14989,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Tenalisib,DB15295,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Acalisib,DB15407,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Dezapelisib,DB16137,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,Leniolisib,DB16217,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,AMG-319,DB16879,inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
PIK3CD,TG100-115,CHEMBL230011,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,SONOLISIB,CHEMBL411907,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PICTILISIB,CHEMBL521851,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,ZSTK-474,CHEMBL586702,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,GEDATOLISIB,CHEMBL592445,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PF-04691502,CHEMBL1234354,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,OMIPALISIB,CHEMBL1236962,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,IZORLISIB,CHEMBL1684984,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,DACTOLISIB,CHEMBL1879463,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,APITOLISIB,CHEMBL1922094,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,BUPARLISIB,CHEMBL2017974,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,AZD-6482,CHEMBL2165191,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,NEMIRALISIB,CHEMBL2216859,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,IDELALISIB,CHEMBL2216870,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,RECILISIB,CHEMBL2219421,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,SF-1126,CHEMBL2326966,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,TASELISIB,CHEMBL2387080,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,COPANLISIB,CHEMBL3218576,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PILARALISIB,CHEMBL3360203,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,VS-5584,CHEMBL3393066,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,AZD-8186,CHEMBL3408248,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,GSK-1059615,CHEMBL3544966,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PWT-33587,CHEMBL3545006,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,INCB-40093,CHEMBL3545054,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,COPANLISIB HYDROCHLORIDE,CHEMBL3545068,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,BGT-226,CHEMBL3545096,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,CAL-263,CHEMBL3545247,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,DS-7423,CHEMBL3545248,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,VOXTALISIB,CHEMBL3545366,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,WX-037,CHEMBL3545385,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,FIMEPINOSTAT,CHEMBL3622533,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,LENIOLISIB,CHEMBL3643413,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PAXALISIB,CHEMBL3813842,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,UMBRALISIB TOSYLATE,CHEMBL3989869,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,LENIOLISIB PHOSPHATE,CHEMBL3989909,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,SAMOTOLISIB,CHEMBL4297181,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,TENALISIB,CHEMBL4297584,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PARSACLISIB,CHEMBL4297615,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,SELETALISIB,CHEMBL4297648,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,ACALISIB,CHEMBL4303323,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,AMG-319,CHEMBL4303596,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PUQUITINIB MESYLATE DIHYDRATE,CHEMBL4545915,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,ZANDELISIB,CHEMBL4650214,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,PANULISIB,CHEMBL5095025,PI3-kinase class I inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,GSK-2269557,CHEMBL5314409,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PIK3CD,DUVELISIB MONOHYDRATE,CHEMBL5315125,PI3-kinase p110-delta subunit inhibitor,-0.3108001442585165,4.845527244532088e-13,HALLMARK_MYC_TARGETS_V2,ChEMBL
PTPN6,Tiludronic acid,DB01133,inhibitor,-0.30886720915736027,6.856818761753323e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
WAS,(S)-wiskostatin,DB01731,NA,-0.30703623348165127,9.504583368804724e-13,HALLMARK_MYC_TARGETS_V2,DrugBank
GRK2,ATP,DB00171,NA,-0.3059942423813804,1.143392720226869e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Sulindac,DB00605,inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Arsenic trioxide,DB01169,inducer,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Purvalanol,DB02733,inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,5-iodotubercidin,DB04604,NA,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Seliciclib,DB06195,NA,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Cholecystokinin,DB08862,NA,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Ulixertinib,DB13930,inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,Ravoxertinib,DB15281,modulator,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
MAPK3,RAVOXERTINIB,CHEMBL3544964,MAP kinase ERK1 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,ULIXERTINIB,CHEMBL3590106,MAP kinase ERK1 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,MK-8353,CHEMBL4213970,MAP kinase ERK1 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,ASN007,CHEMBL4650280,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,KO-947,CHEMBL4650284,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,TEMUTERKIB,CHEMBL4650285,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.30465207448149995,1.4491390597681192e-12,HALLMARK_MYC_TARGETS_V2,ChEMBL
DGAT1,Hesperetin,DB01094,inhibitor,-0.29866437729218853,4.109872541744681e-12,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
DGAT1,Pradigastat,DB12866,modulator,-0.29866437729218853,4.109872541744681e-12,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
DGAT1,PF-04620110,DB14887,inhibitor,-0.29866437729218853,4.109872541744681e-12,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
DGAT1,PRADIGASTAT,CHEMBL2364624,Diacylglycerol O-acyltransferase 1 inhibitor,-0.29866437729218853,4.109872541744681e-12,HALLMARK_PI3K_AKT_MTOR_SIGNALING,ChEMBL
DGAT1,AZD-7687,CHEMBL4297354,Diacylglycerol O-acyltransferase 1 inhibitor,-0.29866437729218853,4.109872541744681e-12,HALLMARK_PI3K_AKT_MTOR_SIGNALING,ChEMBL
CLK3,K-00546,DB07664,NA,-0.29393490623586405,9.20609560923023e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
CLK3,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",DB08691,NA,-0.29393490623586405,9.20609560923023e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
CLK3,Fostamatinib,DB12010,inhibitor,-0.29393490623586405,9.20609560923023e-12,HALLMARK_MYC_TARGETS_V2,DrugBank
SELPLG,Neihulizumab,DB16698,agonist,-0.2916027110279187,1.3627774567031612e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
SELPLG,NEIHULIZUMAB,CHEMBL4297861,P-selectin glycoprotein ligand 1 inhibitor,-0.2916027110279187,1.3627774567031612e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,Adapalene,DB00210,NA,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Acitretin,DB00459,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Alitretinoin,DB00523,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Tretinoin,DB00755,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Tazarotene,DB00799,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Etretinate,DB00926,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Isotretinoin,DB00982,agonist|other/unknown,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,LG-100268,DB01941,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Tamibarotene,DB04942,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,IRX-5183,DB05653,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,LGD-1550,DB05785,NA,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,Trifarotene,DB12808,agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,DrugBank
RARA,TRETINOIN,CHEMBL38,Retinoic acid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,ETRETINATE,CHEMBL464,Retinoid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,ISOTRETINOIN,CHEMBL547,Retinoic acid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,ALITRETINOIN,CHEMBL705,Retinoid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,TAMIBAROTENE,CHEMBL25202,Retinoic acid receptor alpha agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,ACITRETIN,CHEMBL1131,Retinoid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,NRX195183,CHEMBL107430,Retinoic acid receptor alpha agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,ADAPALENE,CHEMBL1265,Retinoic acid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,MOFAROTENE,CHEMBL146506,Retinoid receptor modulator,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,TAZAROTENE,CHEMBL1657,Retinoic acid receptor agonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
RARA,IRX4310,CHEMBL3545173,Retinoic acid receptor antagonist,-0.2883189591930996,2.353145656361895e-11,HALLMARK_MYC_TARGETS_V2,ChEMBL
MAPK3,Sulindac,DB00605,inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Arsenic trioxide,DB01169,inducer,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Purvalanol,DB02733,inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,5-iodotubercidin,DB04604,NA,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Seliciclib,DB06195,NA,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Cholecystokinin,DB08862,NA,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Ulixertinib,DB13930,inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,Ravoxertinib,DB15281,modulator,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,DrugBank
MAPK3,RAVOXERTINIB,CHEMBL3544964,MAP kinase ERK1 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
MAPK3,ULIXERTINIB,CHEMBL3590106,MAP kinase ERK1 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
MAPK3,MK-8353,CHEMBL4213970,MAP kinase ERK1 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
MAPK3,ASN007,CHEMBL4650280,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
MAPK3,KO-947,CHEMBL4650284,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
MAPK3,TEMUTERKIB,CHEMBL4650285,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,-0.2869083181335808,2.9690389976255065e-11,HALLMARK_DNA_REPAIR,ChEMBL
RPS17,Artenimol,DB11638,ligand,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,DrugBank
RPS17,CYCLOHEXIMIDE,CHEMBL123292,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,ATALUREN,CHEMBL256997,80S Ribosome modulator,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,CITATUZUMAB BOGATOX,CHEMBL1743000,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,TAPLITUMOMAB PAPTOX,CHEMBL2107890,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,ZOLIMOMAB ARITOX,CHEMBL2108785,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,TELIMOMAB ARITOX,CHEMBL2108790,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,DORLIMOMAB ARITOX,CHEMBL2109124,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,ELX-02,CHEMBL4297744,80S Ribosome modulator,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RPS17,MT-3724,CHEMBL4297789,80S Ribosome inhibitor,0.284912602842706,4.11622364859556e-11,HALLMARK_PROTEIN_SECRETION,ChEMBL
RAB7A,Guanosine-5'-Diphosphate,DB04315,NA,-0.281897154423404,6.710448346453937e-11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,DrugBank
GRK2,ATP,DB00171,NA,-0.2806278473823551,8.228741623677924e-11,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
G6PD,Prasterone,DB01708,inhibitor,-0.27417515238123524,2.2840810881095659e-10,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
G6PD,Glycolic acid,DB03085,inhibitor,-0.27417515238123524,2.2840810881095659e-10,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
G6PD,Nicotinamide adenine dinucleotide phosphate,DB03461,NA,-0.27417515238123524,2.2840810881095659e-10,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
G6PD,16-Bromoepiandrosterone,DB05107,NA,-0.27417515238123524,2.2840810881095659e-10,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
G6PD,Artenimol,DB11638,ligand,-0.27417515238123524,2.2840810881095659e-10,HALLMARK_PI3K_AKT_MTOR_SIGNALING,DrugBank
RPS17,Artenimol,DB11638,ligand,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,DrugBank
RPS17,CYCLOHEXIMIDE,CHEMBL123292,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,ATALUREN,CHEMBL256997,80S Ribosome modulator,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,CITATUZUMAB BOGATOX,CHEMBL1743000,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,TAPLITUMOMAB PAPTOX,CHEMBL2107890,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,ZOLIMOMAB ARITOX,CHEMBL2108785,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,TELIMOMAB ARITOX,CHEMBL2108790,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,DORLIMOMAB ARITOX,CHEMBL2109124,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,ELX-02,CHEMBL4297744,80S Ribosome modulator,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,MT-3724,CHEMBL4297789,80S Ribosome inhibitor,0.27175370008585437,3.327517911515423e-10,HALLMARK_ALLOGRAFT_REJECTION,ChEMBL
RPS17,Artenimol,DB11638,ligand,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,DrugBank
RPS17,CYCLOHEXIMIDE,CHEMBL123292,80S Ribosome inhibitor,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,ChEMBL
RPS17,ATALUREN,CHEMBL256997,80S Ribosome modulator,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,ChEMBL
RPS17,CITATUZUMAB BOGATOX,CHEMBL1743000,80S Ribosome inhibitor,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,ChEMBL
RPS17,TAPLITUMOMAB PAPTOX,CHEMBL2107890,80S Ribosome inhibitor,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,ChEMBL
RPS17,ZOLIMOMAB ARITOX,CHEMBL2108785,80S Ribosome inhibitor,0.2705816444372877,3.9869047436267925e-10,HALLMARK_ANDROGEN_RESPONSE,ChEMBL
