pathway,symbol,gene,rho,p_val,padj
HALLMARK_E2F_TARGETS,BIRC5,ENSG00000089685,0.12385802313598474,0.004798046717684066,0.01251876148674929
HALLMARK_MITOTIC_SPINDLE,ARFGEF1,ENSG00000066777,-0.12139590422410969,0.0057132063094620465,0.014831252742744909
HALLMARK_IL6_JAK_STAT3_SIGNALING,CXCL10,ENSG00000169245,0.12093728065714053,0.00590007109278774,0.015239379606496975
HALLMARK_INTERFERON_GAMMA_RESPONSE,WARS1,ENSG00000140105,0.12086273254970786,0.0059309591373137805,0.015242564982896415
HALLMARK_INTERFERON_ALPHA_RESPONSE,STAT2,ENSG00000170581,0.12074779398122967,0.005978867225003451,0.015289242555481463
HALLMARK_INTERFERON_GAMMA_RESPONSE,PSME2,ENSG00000100911,0.12034502437267862,0.006149503453673485,0.01564774641182263
HALLMARK_COMPLEMENT,JAK2,ENSG00000096968,0.11990420468836807,0.006341260726602705,0.016056197110708326
HALLMARK_INTERFERON_GAMMA_RESPONSE,JAK2,ENSG00000096968,0.11948296512775061,0.0065294963401935704,0.01645177019048772
HALLMARK_COMPLEMENT,FN1,ENSG00000115414,0.11915778160232612,0.006678219171351057,0.0167444129467046
HALLMARK_INTERFERON_ALPHA_RESPONSE,IFI35,ENSG00000068079,0.1184781252578219,0.0069989047078330485,0.017463286504010616
HALLMARK_COAGULATION,C1QA,ENSG00000173372,0.11833959611982013,0.007065934803400645,0.0174884188718109
HALLMARK_IL2_STAT5_SIGNALING,AHR,ENSG00000106546,-0.11831678875925378,0.007077025535674449,0.0174884188718109
HALLMARK_PROTEIN_SECRETION,VAMP3,ENSG00000049245,-0.1171455812967219,0.007667933219495905,0.018857979305363134
HALLMARK_INTERFERON_ALPHA_RESPONSE,WARS1,ENSG00000140105,0.11704421420845743,0.007721092700239995,0.018898293561539797
HALLMARK_INTERFERON_ALPHA_RESPONSE,NCOA7,ENSG00000111912,0.11560146604562127,0.008514221276698082,0.020682804877416434
HALLMARK_XENOBIOTIC_METABOLISM,MT2A,ENSG00000125148,0.11557286832082765,0.008530651038934405,0.020682804877416434
HALLMARK_COMPLEMENT,C2,ENSG00000166278,0.11545318448750685,0.008599718028896664,0.02075237120588209
HALLMARK_ESTROGEN_RESPONSE_EARLY,REEP1,ENSG00000068615,0.11519357769436757,0.008751247280665864,0.02101935094515072
HALLMARK_IL6_JAK_STAT3_SIGNALING,CXCL9,ENSG00000138755,0.11476364934743855,0.009007428185743275,0.02153403761614904
HALLMARK_INFLAMMATORY_RESPONSE,TNFRSF9,ENSG00000049249,0.11435985841933932,0.009254093075190466,0.02202131407707361
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,CCL2,ENSG00000108691,0.11305691379836097,0.010091516339191704,0.023903407365643024
HALLMARK_ALLOGRAFT_REJECTION,WARS1,ENSG00000140105,0.11293216881991401,0.010175117842173153,0.023990874178334863
HALLMARK_INTERFERON_ALPHA_RESPONSE,PSME2,ENSG00000100911,0.11265285113158044,0.010364543933630071,0.02432591589902218
HALLMARK_INFLAMMATORY_RESPONSE,CCRL2,ENSG00000121797,0.11246475453437996,0.010493862929965986,0.024517479754556894
HALLMARK_APOPTOSIS,DDIT3,ENSG00000175197,0.1123427949212226,0.010578474771248724,0.02460333046344726
HALLMARK_E2F_TARGETS,BRCA2,ENSG00000139618,0.11219360120292386,0.010682803175132276,0.024727467339871516
HALLMARK_FATTY_ACID_METABOLISM,UBE2L6,ENSG00000156587,-0.11212927701905057,0.010728064624107681,0.024727467339871516
HALLMARK_GLYCOLYSIS,SDC1,ENSG00000115884,0.11156960915013464,0.011129102063399798,0.02553731455619418
HALLMARK_IL6_JAK_STAT3_SIGNALING,STAT2,ENSG00000170581,0.11145757314782975,0.011210959632271481,0.025553556938030172
HALLMARK_INTERFERON_GAMMA_RESPONSE,BATF2,ENSG00000168062,0.11142397597488436,0.011235610638122215,0.025553556938030172
HALLMARK_G2M_CHECKPOINT,PTTG1,ENSG00000164611,0.11109539844895172,0.011479236853280348,0.02591529481468627
HALLMARK_BILE_ACID_METABOLISM,IDH2,ENSG00000182054,-0.11107368429932495,0.011495500423635154,0.02591529481468627
HALLMARK_E2F_TARGETS,PTTG1,ENSG00000164611,0.11029453801854926,0.012092725416816809,0.027136192506099013
HALLMARK_ALLOGRAFT_REJECTION,IFNGR1,ENSG00000027697,-0.11023095173287832,0.01214265423424664,0.027136192506099013
HALLMARK_INTERFERON_GAMMA_RESPONSE,PSMB8,ENSG00000204264,0.11002667735566331,0.01230428800621808,0.027378372446736333
HALLMARK_KRAS_SIGNALING_DN,VPREB1,ENSG00000169575,0.10922226876783746,0.012959409102089188,0.028711794303766563
HALLMARK_FATTY_ACID_METABOLISM,IL4I1,ENSG00000104951,0.10864090136698581,0.013451849151271665,0.029674894694221614
HALLMARK_XENOBIOTIC_METABOLISM,NDRG2,ENSG00000165795,0.10849847242582682,0.013574977748203947,0.029818540865712947
HALLMARK_MYOGENESIS,AGRN,ENSG00000188157,-0.10819965943282576,0.013836529713053332,0.030263728819188988
HALLMARK_P53_PATHWAY,ATF3,ENSG00000162772,0.1079580980173232,0.014051201909781413,0.03060304144757477
HALLMARK_ESTROGEN_RESPONSE_LATE,IMPA2,ENSG00000141401,-0.10710470766782317,0.014833246058971492,0.032169993562495135
HALLMARK_ESTROGEN_RESPONSE_LATE,TFPI2,ENSG00000105825,0.10650704224018435,0.015403473802063436,0.03326632577420423
HALLMARK_INTERFERON_ALPHA_RESPONSE,NMI,ENSG00000123609,0.10627730998341109,0.015627725762518647,0.03360941858550036
HALLMARK_KRAS_SIGNALING_DN,RSAD2,ENSG00000134321,0.10601903371240003,0.015883256112859997,0.03401664017504183
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,ATF3,ENSG00000162772,0.10561719628359649,0.016288106485021103,0.03473894910083339
HALLMARK_INTERFERON_GAMMA_RESPONSE,TRAFD1,ENSG00000135148,0.10531026112314656,0.01660340558704377,0.035265084593968994
HALLMARK_INTERFERON_GAMMA_RESPONSE,SAMHD1,ENSG00000101347,0.10509138357771365,0.01683149973788015,0.03560243154432262
HALLMARK_ALLOGRAFT_REJECTION,CXCL9,ENSG00000138755,0.10496030362704242,0.016969408343929043,0.03574703233106364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,ATF5,ENSG00000169136,0.10482915005058309,0.017108382959156728,0.03589268914696554
HALLMARK_ESTROGEN_RESPONSE_LATE,FKBP5,ENSG00000096060,-0.10450482204766193,0.017456334797703532,0.03647380522772201
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TAP1,ENSG00000168394,0.10437410105262235,0.017598317241160233,0.03662159944111886
HALLMARK_P53_PATHWAY,AEN,ENSG00000181026,0.10408764416043242,0.0179129858572569,0.03712610778479858
HALLMARK_HYPOXIA,SAP30,ENSG00000164105,0.10390058453647252,0.018121110775827863,0.037406630276206915
HALLMARK_INTERFERON_GAMMA_RESPONSE,UBE2L6,ENSG00000156587,0.10353211717013616,0.018537255491650542,0.038112597290833515
HALLMARK_APOPTOSIS,TAP1,ENSG00000168394,0.10346207358126798,0.01861729862991572,0.038124667313851314
HALLMARK_TNFA_SIGNALING_VIA_NFKB,GADD45B,ENSG00000099860,0.10185877760200397,0.020533746526030516,0.041882324263411444
HALLMARK_UV_RESPONSE_UP,TUBA4A,ENSG00000127824,-0.10178925178261036,0.020620597811107554,0.04189323033560981
HALLMARK_IL2_STAT5_SIGNALING,CXCL10,ENSG00000169245,0.10169138729238315,0.02074339070451635,0.041976782764257495
HALLMARK_CHOLESTEROL_HOMEOSTASIS,PLSCR1,ENSG00000188313,0.1013699634274246,0.02115117141399936,0.04262032945329899
HALLMARK_FATTY_ACID_METABOLISM,BLVRA,ENSG00000106605,-0.10131059624638868,0.021227245797752026,0.04262032945329899
HALLMARK_G2M_CHECKPOINT,BRCA2,ENSG00000139618,0.10120170932528026,0.021367393627746378,0.042734787255492755
HALLMARK_INTERFERON_ALPHA_RESPONSE,UBE2L6,ENSG00000156587,0.10066705569385544,0.02206726188065021,0.043963459715713984
HALLMARK_INTERFERON_ALPHA_RESPONSE,TRAFD1,ENSG00000135148,0.09972459167211521,0.023349440682979186,0.04633827224344132
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,PMEPA1,ENSG00000124225,0.09865288440037592,0.024885336410625188,0.049196395827159026
HALLMARK_MTORC1_SIGNALING,RRM2,ENSG00000171848,0.0984628332515673,0.025166622268314894,0.0495618538157619
HALLMARK_MYC_TARGETS_V1,CUL1,ENSG00000055130,-0.09819435056579623,0.025568665370614748,0.050161427482809086
HALLMARK_COMPLEMENT,CR2,ENSG00000117322,0.09706682785438063,0.02731814998139473,0.05338984445033038
HALLMARK_IL6_JAK_STAT3_SIGNALING,CCR1,ENSG00000163823,0.09568027614613381,0.02960989807571101,0.057649574283770676
HALLMARK_INTERFERON_GAMMA_RESPONSE,NMI,ENSG00000123609,0.09559081094485283,0.029763271167227847,0.05772951464134005
HALLMARK_INTERFERON_GAMMA_RESPONSE,SLAMF7,ENSG00000026751,0.09534811955150929,0.030182758925590594,0.05832307551787055
HALLMARK_MYC_TARGETS_V1,TYMS,ENSG00000176890,0.09498313460609734,0.030823162725935906,0.05933747431135227
HALLMARK_XENOBIOTIC_METABOLISM,IGFBP4,ENSG00000141753,0.09467128574349036,0.031379514542717035,0.060183098787151335
HALLMARK_INTERFERON_ALPHA_RESPONSE,BATF2,ENSG00000168062,0.09457400838478233,0.03155480986328997,0.06021346248032031
HALLMARK_COMPLEMENT,CD40LG,ENSG00000102245,0.09450474665238044,0.03168013039764938,0.06021346248032031
HALLMARK_ADIPOGENESIS,CMBL,ENSG00000164237,0.09446800269611466,0.031746786638456814,0.06021346248032031
HALLMARK_DNA_REPAIR,NT5C3A,ENSG00000122643,0.09433267571194028,0.0319933147613629,0.06045795510051665
HALLMARK_COAGULATION,FN1,ENSG00000115414,0.09322595895542021,0.034071541643154145,0.06408190524801004
HALLMARK_G2M_CHECKPOINT,ATF5,ENSG00000169136,0.09317993994539778,0.034160393069950876,0.06408190524801004
HALLMARK_TNFA_SIGNALING_VIA_NFKB,CCRL2,ENSG00000121797,0.09290840643461,0.034688687320277585,0.06483631011862792
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FN1,ENSG00000115414,0.09248522834986314,0.035525886144556415,0.06601440655977939
HALLMARK_PI3K_AKT_MTOR_SIGNALING,DDIT3,ENSG00000175197,0.0924602388887686,0.035575857231632084,0.06601440655977939
HALLMARK_E2F_TARGETS,GINS1,ENSG00000101003,0.09228249506735678,0.03593301707764462,0.06643730495650839
HALLMARK_INTERFERON_ALPHA_RESPONSE,CASP8,ENSG00000064012,0.09121229525084731,0.03814853332906856,0.07028081050588258
HALLMARK_MYOGENESIS,TEAD4,ENSG00000197905,0.09040270193236295,0.03990053870832139,0.0732459889145614
HALLMARK_INFLAMMATORY_RESPONSE,NMI,ENSG00000123609,0.08971745814799886,0.041436183748492575,0.07579430052215368
HALLMARK_UV_RESPONSE_UP,ATF3,ENSG00000162772,0.0884163193676818,0.04448957742461325,0.08109093190160004
HALLMARK_XENOBIOTIC_METABOLISM,MTHFD1,ENSG00000100714,0.08785253622673092,0.0458702266686683,0.08331200179397706
HALLMARK_MTORC1_SIGNALING,SCD,ENSG00000099194,0.08739537435657281,0.04701603082083388,0.08509239380953737
HALLMARK_ALLOGRAFT_REJECTION,IRF7,ENSG00000185507,0.08713409850550652,0.0476815919921691,0.08599416941745586
HALLMARK_INTERFERON_GAMMA_RESPONSE,LYSMD2,ENSG00000140280,0.08685327423738272,0.04840573681079716,0.08699492559702708
HALLMARK_OXIDATIVE_PHOSPHORYLATION,ATP6V1C1,ENSG00000155097,-0.08659617204271007,0.04907676483566521,0.08789357883460598
HALLMARK_MTORC1_SIGNALING,DDIT3,ENSG00000175197,-0.08609934937702804,0.05039551826137035,0.08994200134147348
HALLMARK_IL2_STAT5_SIGNALING,GBP4,ENSG00000162654,0.08588726133820893,0.05096742974238367,0.09064795462832251
HALLMARK_ADIPOGENESIS,IFNGR1,ENSG00000027697,-0.08567109936565427,0.05155589343244191,0.09137837663543152
HALLMARK_COMPLEMENT,NOTCH4,ENSG00000204301,-0.08495118502606686,0.05355676553718886,0.09459854806225111
HALLMARK_INTERFERON_GAMMA_RESPONSE,STAT1,ENSG00000115415,0.08344982767411699,0.05793792422599813,0.10198662004165424
HALLMARK_ALLOGRAFT_REJECTION,HLA-DOB,ENSG00000241106,0.08303876660635676,0.05918795686140225,0.10383143285583875
HALLMARK_APOPTOSIS,IFNGR1,ENSG00000027697,-0.08284813340442965,0.05977520085755903,0.1045049429958685
HALLMARK_APICAL_SURFACE,BRCA1,ENSG00000012048,0.08245040234468415,0.0610159285643248,0.10631249926123033
HALLMARK_MYOGENESIS,PDE4DIP,ENSG00000178104,0.08218709904771787,0.06184895088944604,0.1073998674228894
HALLMARK_MYOGENESIS,SCD,ENSG00000099194,-0.08161294607777715,0.06369798896585589,0.11023827046616137
HALLMARK_APOPTOSIS,ISG20,ENSG00000172183,0.08090264125698864,0.06604825812831698,0.11392216334884205
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFRSF9,ENSG00000049249,0.08071935771262186,0.06666614000100948,0.11460333097163503
HALLMARK_ADIPOGENESIS,RTN3,ENSG00000133318,-0.08058240924912319,0.06713090947981827,0.1150176249087553
HALLMARK_IL2_STAT5_SIGNALING,NT5E,ENSG00000135318,0.08012030020230763,0.06871885735511686,0.11727876575840043
HALLMARK_P53_PATHWAY,SDC1,ENSG00000115884,0.08006613651109153,0.06890697910318469,0.11727876575840043
HALLMARK_G2M_CHECKPOINT,SAP30,ENSG00000164105,-0.07990662176189137,0.06946345909427147,0.11740564222070204
HALLMARK_DNA_REPAIR,ADA,ENSG00000196839,-0.0798586482592246,0.06963153640324293,0.11740564222070204
HALLMARK_COAGULATION,TFPI2,ENSG00000105825,0.07984860311503718,0.06966677213485238,0.11740564222070204
HALLMARK_APOPTOSIS,GADD45B,ENSG00000099860,0.07944227532037441,0.07110434476433122,0.11943670983289624
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,NTM,ENSG00000182667,0.07893614335958721,0.07292883885363008,0.12210235560510053
HALLMARK_INTERFERON_GAMMA_RESPONSE,CASP8,ENSG00000064012,0.07849327257718941,0.07455645960146584,0.12442214362062806
HALLMARK_HYPOXIA,IRS2,ENSG00000185950,0.07818659433289304,0.07570079817512573,0.12592301055668165
HALLMARK_KRAS_SIGNALING_UP,PSMB8,ENSG00000204264,0.07738542884940643,0.07875781179547293,0.1305855331060422
HALLMARK_ALLOGRAFT_REJECTION,SRGN,ENSG00000122862,-0.07713788311196035,0.07972237443630271,0.13175980855388936
HALLMARK_APICAL_SURFACE,CD160,ENSG00000117281,-0.07670748407407783,0.08142220442693818,0.134137862421302
HALLMARK_APOPTOSIS,BRCA1,ENSG00000012048,0.07603992600410149,0.08411658020332619,0.1381339368195197
HALLMARK_MITOTIC_SPINDLE,RAPGEF5,ENSG00000136237,0.07526449640919046,0.08733619337914117,0.14296434202827568
HALLMARK_HYPOXIA,ATF3,ENSG00000162772,0.07475634847258422,0.08949930014879642,0.1460401278618456
HALLMARK_MITOTIC_SPINDLE,ARHGAP5,ENSG00000100852,-0.07463409624994582,0.09002607661766067,0.1464348208274607
HALLMARK_IL6_JAK_STAT3_SIGNALING,IL1R2,ENSG00000115590,0.07451659494834832,0.09053472394057786,0.14679762809292435
HALLMARK_ALLOGRAFT_REJECTION,IL2RA,ENSG00000134460,0.07412241584765215,0.0922579300156694,0.149121308264321
HALLMARK_MYC_TARGETS_V1,CDC20,ENSG00000117399,0.07371376960759785,0.09407201023154103,0.15157684407213823
HALLMARK_E2F_TARGETS,MCM3,ENSG00000112118,0.07235885428641331,0.1002915955517881,0.16109337535505963
HALLMARK_ESTROGEN_RESPONSE_EARLY,JAK2,ENSG00000096968,0.07227938373650374,0.10066630987753185,0.16119153668863354
HALLMARK_ALLOGRAFT_REJECTION,CD8A,ENSG00000153563,0.07208989173017732,0.1015642793442931,0.16212434653095234
HALLMARK_MTORC1_SIGNALING,TUBA4A,ENSG00000127824,-0.07201459156620553,0.10192287458275426,0.1621930573855594
HALLMARK_ESTROGEN_RESPONSE_LATE,LARGE1,ENSG00000133424,0.07118757617767354,0.105927755496697,0.1680458837200687
HALLMARK_ESTROGEN_RESPONSE_EARLY,MPPED2,ENSG00000066382,0.07098403440628924,0.10693226008249285,0.16911748209969638
HALLMARK_TGF_BETA_SIGNALING,SMAD1,ENSG00000170365,0.07080773610359362,0.10780838370145482,0.1699800896397171
HALLMARK_DNA_REPAIR,TYMS,ENSG00000176890,0.07016190933439394,0.11106634069696657,0.174581342869238
HALLMARK_KRAS_SIGNALING_DN,MX1,ENSG00000157601,0.06852272467154344,0.11968364334018937,0.18755302645383334
HALLMARK_GLYCOLYSIS,SAP30,ENSG00000164105,0.0678371100764922,0.12343929034679094,0.19285044145364905
HALLMARK_HEME_METABOLISM,HTATIP2,ENSG00000109854,0.06745737705133051,0.12555850953620828,0.1955668906109426
HALLMARK_UV_RESPONSE_UP,E2F5,ENSG00000133740,0.06734564000682292,0.12618744602431517,0.19595271074470694
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,BASP1,ENSG00000176788,-0.06705708003205704,0.12782298655831079,0.19789462376798717
HALLMARK_PI3K_AKT_MTOR_SIGNALING,PLCG1,ENSG00000124181,-0.06688429565853156,0.12881015736731424,0.19882408674714572
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,GLIPR1,ENSG00000139278,-0.06538071554137534,0.13765160754594694,0.21123194293109093
HALLMARK_MYC_TARGETS_V1,MCM6,ENSG00000076003,-0.06537741896629577,0.1376714922633546,0.21123194293109093
HALLMARK_IL6_JAK_STAT3_SIGNALING,IL2RA,ENSG00000134460,0.06530951407039394,0.1380815813712968,0.21123194293109093
HALLMARK_E2F_TARGETS,TIMELESS,ENSG00000111602,0.06372493973981143,0.14791986435827456,0.22561071299748703
HALLMARK_GLYCOLYSIS,IRS2,ENSG00000185950,0.06336116645089442,0.15025206816853,0.2284898314752202
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,MBP,ENSG00000197971,0.06307677051388008,0.15209476275527617,0.23060975827791136
HALLMARK_G2M_CHECKPOINT,NDC80,ENSG00000080986,0.062323911442419284,0.1570555655866647,0.2368117826683521
HALLMARK_ESTROGEN_RESPONSE_LATE,NRIP1,ENSG00000180530,0.06231625308820194,0.15710664959126083,0.2368117826683521
HALLMARK_INTERFERON_ALPHA_RESPONSE,TRIM21,ENSG00000132109,0.06219649266778982,0.15790712960396938,0.23732241115918207
HALLMARK_KRAS_SIGNALING_DN,CD40LG,ENSG00000102245,0.06181663619597757,0.16046647706325437,0.24046579944755903
HALLMARK_SPERMATOGENESIS,STRBP,ENSG00000165209,0.060940268761792836,0.16649023466156554,0.2487673855117578
HALLMARK_P53_PATHWAY,PCNA,ENSG00000132646,0.060454414056484905,0.16990200586005014,0.2531293652523645
HALLMARK_G2M_CHECKPOINT,KPNA2,ENSG00000182481,0.059975044286477694,0.1733191889790064,0.2574741709110095
HALLMARK_MITOTIC_SPINDLE,CD2AP,ENSG00000198087,-0.059630131044095015,0.17580940261852504,0.2604208442245587
HALLMARK_UV_RESPONSE_UP,CNP,ENSG00000173786,-0.05909750637299887,0.17970697793011123,0.26507321712978227
HALLMARK_MTORC1_SIGNALING,CYP51A1,ENSG00000001630,0.059044830823834,0.18009589301481907,0.26507321712978227
HALLMARK_ESTROGEN_RESPONSE_LATE,IGFBP4,ENSG00000141753,0.0589905480186825,0.1804973268393459,0.26507321712978227
HALLMARK_DNA_REPAIR,FEN1,ENSG00000168496,0.05890312371673988,0.18114524210649152,0.2652668217741785
HALLMARK_FATTY_ACID_METABOLISM,LDHA,ENSG00000134333,0.05808982483302982,0.18725541048082836,0.2722246961427787
HALLMARK_MTORC1_SIGNALING,WARS1,ENSG00000140105,0.05806394478766191,0.1874523036723411,0.2722246961427787
HALLMARK_MYOGENESIS,REEP1,ENSG00000068615,0.05805958453269288,0.18748549111778923,0.2722246961427787
HALLMARK_UV_RESPONSE_UP,FEN1,ENSG00000168496,0.05774039255759312,0.18992673639134627,0.2749925140990197
HALLMARK_CHOLESTEROL_HOMEOSTASIS,SCD,ENSG00000099194,0.056177977799730106,0.20221378320092556,0.29196034990245995
HALLMARK_KRAS_SIGNALING_UP,MAP3K1,ENSG00000095015,0.0558531181325924,0.20483948971393973,0.2949229627814146
HALLMARK_IL6_JAK_STAT3_SIGNALING,IFNGR1,ENSG00000027697,0.055707498392894954,0.2060244640285602,0.2958004874599999
HALLMARK_DNA_REPAIR,CMPK2,ENSG00000134326,0.05550098774226661,0.2077134367837884,0.2973947256458697
HALLMARK_INFLAMMATORY_RESPONSE,AHR,ENSG00000106546,0.055200222933806234,0.21019115602721433,0.30010626166107823
HALLMARK_INTERFERON_GAMMA_RESPONSE,TAP1,ENSG00000168394,0.05484252579348618,0.21316556716207716,0.3035099765133176
HALLMARK_MITOTIC_SPINDLE,PCNT,ENSG00000160299,0.05467905329106647,0.21453495394534627,0.30461592908261875
HALLMARK_G2M_CHECKPOINT,MCM3,ENSG00000112118,0.05451816578306798,0.21588885018862336,0.30569385398609483
HALLMARK_INFLAMMATORY_RESPONSE,IL7R,ENSG00000168685,0.054290562033280386,0.21781463722188388,0.30686249255052883
HALLMARK_ESTROGEN_RESPONSE_LATE,CDC20,ENSG00000117399,0.05426361709749901,0.2180434346787813,0.30686249255052883
HALLMARK_MTORC1_SIGNALING,ACSL3,ENSG00000123983,-0.054209297857121364,0.2185051989756684,0.30686249255052883
HALLMARK_HYPOXIA,BCL2,ENSG00000171791,-0.0538527577857012,0.2215535184079867,0.3102956633833928
HALLMARK_CHOLESTEROL_HOMEOSTASIS,CYP51A1,ENSG00000001630,0.053700824081304895,0.2228616996124955,0.3109254152685335
HALLMARK_WNT_BETA_CATENIN_SIGNALING,NOTCH4,ENSG00000204301,0.053660132960116805,0.22321299267332462,0.3109254152685335
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,CXCL12,ENSG00000107562,0.053552911397639805,0.224140545220317,0.311373622279035
HALLMARK_GLYCOLYSIS,PYGL,ENSG00000100504,0.05345661356562324,0.22497593770070662,0.3116917303993617
HALLMARK_MYC_TARGETS_V1,DDX21,ENSG00000165732,0.053367039641437526,0.22575498835798835,0.3119302796129194
HALLMARK_E2F_TARGETS,KPNA2,ENSG00000182481,0.05229296220001121,0.23524637477021404,0.3241732885573459
HALLMARK_IL2_STAT5_SIGNALING,GALM,ENSG00000143891,0.05192568223878476,0.23855566661487532,0.3275799039672
HALLMARK_ESTROGEN_RESPONSE_LATE,IDH2,ENSG00000182054,-0.05187740070546662,0.23899312059863811,0.3275799039672
HALLMARK_INTERFERON_GAMMA_RESPONSE,TRIM21,ENSG00000132109,0.051621944033349465,0.24131707205345074,0.3298855719028555
HALLMARK_ALLOGRAFT_REJECTION,CCR1,ENSG00000163823,0.05150722258058974,0.2423658658734923,0.3299883737875149
HALLMARK_ESTROGEN_RESPONSE_EARLY,IGFBP4,ENSG00000141753,-0.0514733355432129,0.2426762748865382,0.3299883737875149
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FAP,ENSG00000078098,-0.050855688163477276,0.24838287771044384,0.33685698982366263
HALLMARK_IL2_STAT5_SIGNALING,CD79B,ENSG00000007312,-0.05076165119572188,0.24925985265520115,0.33715674806519313
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,GPX7,ENSG00000116157,-0.05039396749787875,0.25270952133671154,0.34092570595031424
HALLMARK_XENOBIOTIC_METABOLISM,CNDP2,ENSG00000133313,0.05020004300628329,0.25454225289549315,0.3424992617494332
HALLMARK_HYPOXIA,MAP3K1,ENSG00000095015,0.04974944276060084,0.25883629959055415,0.347367775429621
HALLMARK_BILE_ACID_METABOLISM,ABCD3,ENSG00000117528,-0.04967885189830367,0.2595135112561968,0.34736964787938845
HALLMARK_HYPOXIA,PLAC8,ENSG00000145287,0.04937070101070121,0.26248407050379235,0.3504332785427254
HALLMARK_TNFA_SIGNALING_VIA_NFKB,IL7R,ENSG00000168685,0.04925554700377888,0.2636001360330022,0.3510115801061221
HALLMARK_DNA_REPAIR,PCNA,ENSG00000132646,0.04916702739274176,0.26446027877839406,0.3512469852508903
HALLMARK_IL6_JAK_STAT3_SIGNALING,STAT1,ENSG00000115415,0.04883805514411392,0.2676737902491833,0.35459878398989747
HALLMARK_PEROXISOME,ABCD3,ENSG00000117528,-0.04867632399943698,0.2692634067977891,0.3557876377739424
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,SDC1,ENSG00000115884,0.04857181143646078,0.27029406511080917,0.35623371658193825
HALLMARK_INTERFERON_ALPHA_RESPONSE,TAP1,ENSG00000168394,0.04820395938861041,0.27394309997917443,0.3601195738856666
HALLMARK_E2F_TARGETS,BRCA1,ENSG00000012048,0.047797563134443895,0.27801334849449577,0.3645379110361501
HALLMARK_MYOGENESIS,LDB3,ENSG00000122367,0.047637244986086034,0.27963024403269576,0.36572505199187183
HALLMARK_KRAS_SIGNALING_UP,PEG3,ENSG00000198300,-0.04743174929476607,0.28171208334472314,0.3675127178659586
HALLMARK_MYC_TARGETS_V1,PSMD1,ENSG00000173692,-0.04654367278036667,0.29082937842725676,0.37844633040913916
HALLMARK_FATTY_ACID_METABOLISM,ENO2,ENSG00000111674,-0.04548818047794141,0.3019201150816771,0.3918862099797526
HALLMARK_KRAS_SIGNALING_UP,EPHB2,ENSG00000133216,0.045258762616463374,0.3043674075766854,0.3940676259305196
HALLMARK_KRAS_SIGNALING_UP,IL7R,ENSG00000168685,0.04438294374386885,0.31383058070744585,0.40529879015986725
HALLMARK_GLYCOLYSIS,NT5E,ENSG00000135318,0.044108730657039505,0.3168326930978511,0.4081503865972318
HALLMARK_IL2_STAT5_SIGNALING,SWAP70,ENSG00000133789,-0.04389007195222887,0.3192400072997882,0.4102234093802278
HALLMARK_G2M_CHECKPOINT,CUL1,ENSG00000055130,0.042966996758560694,0.32953374820035364,0.4223948792393561
HALLMARK_WNT_BETA_CATENIN_SIGNALING,CUL1,ENSG00000055130,-0.04161596002854948,0.3449820157238117,0.4410964081642767
HALLMARK_IL2_STAT5_SIGNALING,IL1R2,ENSG00000115590,-0.04153280261762391,0.3459476800668382,0.44123351750460255
HALLMARK_KRAS_SIGNALING_UP,CXCL10,ENSG00000169245,0.04121613098121931,0.34964072618023356,0.4448399338035645
HALLMARK_MITOTIC_SPINDLE,BRCA2,ENSG00000139618,0.04098796537739772,0.35231701466392706,0.44713813712903333
HALLMARK_IL2_STAT5_SIGNALING,TLR7,ENSG00000196664,0.04070333024745877,0.3556737394978391,0.45028645837903764
HALLMARK_INTERFERON_GAMMA_RESPONSE,PSMB2,ENSG00000126067,0.04053576734001075,0.3576591963042659,0.4516875353818001
HALLMARK_COMPLEMENT,DOCK9,ENSG00000088387,-0.04009604763509327,0.3629024433585003,0.4571859212898754
HALLMARK_ALLOGRAFT_REJECTION,CD40,ENSG00000101017,0.03970364655951726,0.36762175247631335,0.46176288867512405
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,GADD45B,ENSG00000099860,0.03954192372293795,0.3695777939357421,0.46176288867512405
HALLMARK_MTORC1_SIGNALING,PSMD14,ENSG00000115233,0.03952368998124061,0.3697987353824782,0.46176288867512405
HALLMARK_KRAS_SIGNALING_UP,BIRC3,ENSG00000023445,0.03949644599204894,0.37012900804309556,0.46176288867512405
HALLMARK_UV_RESPONSE_UP,ENO2,ENSG00000111674,0.03935239196990027,0.3718783776039495,0.46282200021411635
