"pathway","diff_score","AveExpr","t_stat","p_val","padj","B"
"HP_POSTEXERTIONAL_SYMPTOM_EXACERBATION",0.0386754470315659,0.24538451014837,14.8774011744185,2.89136943086448e-36,2.70140106465629e-32,70.2913505682213
"GOBP_REGULATION_OF_TRANSLATION",-0.00699264905195646,0.31988253625675,-14.8124532955615,4.83515493942419e-36,2.70140106465629e-32,69.7774903305602
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",-0.0200279877417214,0.496185791730425,-14.4622924392007,7.71445250174922e-35,2.87337640848486e-31,67.0098045265123
"GOBP_POSITIVE_REGULATION_OF_TRANSLATION",-0.00793272477063528,0.38526828322479,-14.2059757252041,5.83997658643998e-34,1.63139745942201e-30,64.9874936259957
"HP_PROTRACTED_DIARRHEA",-0.0209338090984861,0.406516547851803,-14.131478510735,1.05110726441405e-33,2.16864359779079e-30,64.4004081892899
"GOBP_RIBOSOME_LOCALIZATION",-0.0228438547152889,0.481193427349623,-14.1184907827884,1.16447660522147e-33,2.16864359779079e-30,64.2980911630462
"GOBP_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES",-0.0192335508493512,0.397265485620841,-13.9800647313373,3.46721633509897e-33,5.53466790405655e-30,63.2082448074188
"GOCC_SMALL_SUBUNIT_PROCESSOME",-0.020227179867469,0.459604309064203,-13.8128159150492,1.29357942013643e-32,1.80680705507557e-29,61.8932283618525
"GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX",-0.0220036215217831,0.554504392301583,-13.7221236578037,2.63944894064431e-32,3.2185186120314e-29,61.1810201782375
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE",-0.0137969963038604,0.47374122177739,-13.711010549723,2.88036389120405e-32,3.2185186120314e-29,61.0937931760343
"GOBP_RNA_LOCALIZATION",-0.0105785786952031,0.441771438075763,-13.5060942607909,1.4393765569664e-31,1.46214487704932e-28,59.4872455391907
"GOCC_CYTOSOLIC_TRANSLATION_PREINITIATION_COMPLEX",-0.0200977208972177,0.54382356710595,-13.4702487562311,1.90655143868501e-31,1.77531714798886e-28,59.2065926072029
"HP_NON_HODGKIN_LYMPHOMA",-0.0167024794106834,0.462877362284222,-13.397640113124,3.36801768454326e-31,2.89494073900665e-28,58.6384651661827
"HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM",-0.00892965987214711,0.402001608965271,-13.3751383843245,4.01715600120603e-31,3.17083191345502e-28,58.4625009578066
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.0154849868017097,0.367937903179244,13.3677475620226,4.25653111704183e-31,3.17083191345502e-28,58.4047151009043
"GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS",-0.00584407585951713,0.306755505630268,-13.1484173601049,2.36598539830317e-30,1.65234505253998e-27,56.6923476822136
"GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS",-0.0133439995870084,0.455739113475228,-13.1354883952886,2.61734911267048e-30,1.72036817558706e-27,56.5915640326053
"GOCC_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX",-0.0241505281231897,0.472083121368795,-13.0977562352348,3.5139117243282e-30,2.18135831153574e-27,56.2975386096497
"GOCC_PRERIBOSOME",-0.020381673638509,0.438393246014583,-13.0452143591885,5.29449833236217e-30,3.11372233504289e-27,55.8883708196574
"HP_AUTOIMMUNE_HEMOLYTIC_ANEMIA",-0.0131927717091893,0.480998585312287,-12.876755224934,1.96680504981138e-29,1.09885398132962e-26,54.5786357858147
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",-0.0187414928107491,0.443399369342141,-12.869324094052,2.08387081020762e-29,1.10881773491714e-26,54.5209377636683
"GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION",-0.0170402502300192,0.531853007014118,-12.828808011404,2.85577606707629e-29,1.45047462606866e-26,54.2064748852013
"GOBP_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",-0.0239727754617083,0.526121077577655,-12.8057810655223,3.41559514068709e-29,1.65938522182772e-26,54.0278431920046
"GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",-0.014331708798083,0.490377903958096,-12.7984529748627,3.61577467854326e-29,1.68344442741843e-26,53.9710093619009
"GOBP_NUCLEAR_EXPORT",-0.00769627131744605,0.436002918918715,-12.7228120798601,6.50659131015646e-29,2.90818605198753e-26,53.3847655195549
"GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION",-0.00929136781741718,0.439858494702802,-12.7096082398577,7.20878066785665e-29,2.99869312597976e-26,53.2825063898113
"GOBP_TRANSLATIONAL_INITIATION",-0.00969024775003952,0.446534097023958,-12.7089480063936,7.2458129945815e-29,2.99869312597976e-26,53.2773937072897
"GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX",-0.0181180261443104,0.558764846940437,-12.6962777637671,7.9944298272844e-29,3.19034853178843e-26,53.1792895437423
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.0200156226665581,0.562309243490212,-12.6915856877453,8.29083386305216e-29,3.19454405468086e-26,53.1429646926911
"GOBP_REGULATION_OF_ISOTYPE_SWITCHING",-0.00984375890249184,0.389879880503518,-12.6690728236431,9.87284734191642e-29,3.67730653995247e-26,52.9687161456313
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",-0.0123048105933932,0.464683959935091,-12.6418417262838,1.21939690623227e-28,4.27320465479177e-26,52.758038443643
"GOBP_CYTOPLASMIC_TRANSLATION",-0.0115563317217247,0.51168660662523,-12.6413813751816,1.2237564789094e-28,4.27320465479177e-26,52.7544777148237
"GOBP_MRNA_CATABOLIC_PROCESS",-0.00612955846806967,0.279342127579637,-12.5885070630082,1.84346348318774e-28,6.24011323924249e-26,52.3456950966133
"GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT",-0.00702368593628117,0.399694093782174,-12.5846934014689,1.89872785156833e-28,6.24011323924249e-26,52.3162255568315
"GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",0.0220915881125481,0.392169649985955,12.5324886298308,2.84435074136173e-28,9.08079290970743e-26,51.913022105471
"HP_PODOCYTE_FOOT_PROCESS_EFFACEMENT",0.0350583228450201,0.260904539178012,12.5261764704504,2.98672345860841e-28,9.27045775735844e-26,51.8642958378431
"GOBP_P38MAPK_CASCADE",0.0119792090437959,0.33241425069408,12.5122976172003,3.32526658711265e-28,9.97692596870529e-26,51.757178683888
"GOMF_LRR_DOMAIN_BINDING",0.0187002432349715,0.376552231468844,12.5096944220947,3.39290483990336e-28,9.97692596870529e-26,51.7370902141412
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION",-0.00828527039059124,0.443021289077537,-12.4949158918665,3.80374503964487e-28,1.0898217198203e-25,51.6230646531957
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.00845766235736967,0.440307787715701,-12.4898876821002,3.95455646424733e-28,1.10470534828749e-25,51.5842759461453
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES",-0.0216871293143797,0.353104422431266,-12.4733792297718,4.49291446020545e-28,1.22448356532526e-25,51.4569514723491
"GOBP_NUCLEAR_TRANSPORT",-0.00590558696639626,0.415470025920435,-12.394036079983,8.2930056633137e-28,2.20633441147303e-25,50.845551779189
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",-0.00653504459976989,0.379841856254108,-12.308861628258,1.5996747552287e-27,4.11872453702261e-25,50.1902526320501
"GOBP_CYSTEINE_METABOLIC_PROCESS",0.023240609218975,0.265513001962723,12.3070764913811,1.62183532870051e-27,4.11872453702261e-25,50.1765301937445
"GOCC_RADIAL_SPOKE",0.0199144712253733,0.107298393127029,12.2842705980105,1.93340606153797e-27,4.8008620736945e-25,50.0012630217163
"GOBP_AUTOPHAGOSOME_ORGANIZATION",0.00590426928072091,0.429919459826776,12.2651651559078,2.2399121359248e-27,5.44103874061385e-25,49.8544960257342
"GOBP_RIBOSOME_BIOGENESIS",-0.0153817782827553,0.417477473593154,-12.2541262401254,2.43862842327566e-27,5.79770936206005e-25,49.7697214168528
"GOBP_GLUCAN_METABOLIC_PROCESS",0.00783734260122138,0.324369540160554,12.2368558395316,2.78537020416258e-27,6.4841097211068e-25,49.6371294798623
"HP_ABNORMAL_NEUTROPHIL_MORPHOLOGY",-0.00605081061063079,0.447656039425318,-12.1772844498473,4.40442538107365e-27,1.00438875934933e-24,49.1801358193171
"GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING",-0.00887092183318883,0.432010058891871,-12.1609195184152,4.99479464078988e-27,1.11623670632372e-24,49.054693443433
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOLUS",-0.0178658020033935,0.389341445120868,-12.1037154942221,7.75053512295385e-27,1.6981270483115e-24,48.616546965451
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE",-0.00981849827632814,0.440053404249165,-12.0984269125844,8.071634991527e-27,1.73447018067928e-24,48.5760667818102
"HP_DECREASED_CIRCULATING_IGG2_CONCENTRATION",-0.0171675407115554,0.527073899162699,-12.0592110560442,1.09051184249092e-26,2.29912817509312e-24,48.2760426581074
"GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING",-0.01135151884718,0.381379077977259,-12.0566799010203,1.1118870326986e-26,2.30078253766187e-24,48.2566866331223
"GOBP_RRNA_PROCESSING",-0.0160743202659135,0.411537075989346,-12.0513946886876,1.15787637813013e-26,2.35238375440474e-24,48.2162734777245
"HP_ABNORMAL_GRANULOCYTE_COUNT",-0.00603144105503312,0.443903891034504,-12.0420811397328,1.2435828382791e-26,2.48139189909476e-24,48.1450692030507
"GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY",0.0193682356959844,0.428156513889999,12.0296028224153,1.36840901226738e-26,2.67551707711041e-24,48.0496923782242
"GOBP_RRNA_METABOLIC_PROCESS",-0.0149687656939163,0.411433672839976,-12.0255028984893,1.41209037426133e-26,2.67551707711041e-24,48.0183607305521
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION",-0.00971330459382563,0.445732704052204,-12.0227046897043,1.4426986821016e-26,2.67551707711041e-24,47.9969784297745
"GOBP_MATURATION_OF_SSU_RRNA",-0.0220371310796199,0.41322327115466,-12.0217628127431,1.45314956130303e-26,2.67551707711041e-24,47.9897814460714
"GOCC_CHAPERONIN_CONTAINING_T_COMPLEX",-0.0232890905440831,0.403839973083698,-12.02109618493,1.4605919250379e-26,2.67551707711041e-24,47.9846877615808
"GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY",0.0236461212033641,0.464408105769593,12.012580186266,1.55907835991661e-26,2.80986154737229e-24,47.9196238769913
"GOMF_TRNA_BINDING",-0.0126625433200834,0.383742380668635,-12.0097667421232,1.59304939174938e-26,2.82551331800121e-24,47.8981313205186
"GOCC_METHYLTRANSFERASE_COMPLEX",-0.0102101580565669,0.41568535394186,-12.0050729090722,1.65137612090242e-26,2.87195361766999e-24,47.862277028616
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",-0.0124289862516909,0.45768095805999,-12.0035591367625,1.6706370605741e-26,2.87195361766999e-24,47.8507147336409
"GOBP_MATURATION_OF_LSU_RRNA",-0.0214241107458723,0.432070400598473,-11.9634810350021,2.270687530792e-26,3.8443427983439e-24,47.5447380528228
"GOMF_SEQUENCE_SPECIFIC_SINGLE_STRANDED_DNA_BINDING",-0.0148612003875251,0.488344049889624,-11.9430439850587,2.65506027602641e-26,4.42800649616704e-24,47.3888177218779
"GOMF_TRANSLATION_FACTOR_ACTIVITY",-0.0105848391644708,0.465959550913965,-11.8775255088998,4.38130410943904e-26,7.19951354689291e-24,46.8894500222322
"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS",-0.00957603596167078,0.406495385193619,-11.8737657521837,4.50896329848867e-26,7.20893310307504e-24,46.860816968523
"GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS",-0.0100625273965984,0.415964330896237,-11.8735596688875,4.51606691619163e-26,7.20893310307504e-24,46.8592475795898
