"pathway","diff_score","AveExpr","t_stat","p_val","padj","B"
"HALLMARK_MYC_TARGETS_V1",-0.0375169250870475,0.97035101139053,-12.2798575456536,1.91990053473084e-27,9.59950267365418e-26,50.691845663833
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",-0.0208503371601255,0.866855708489726,-10.6728459599307,3.67675688654346e-22,9.19189221635865e-21,38.5780109683878
"HALLMARK_ALLOGRAFT_REJECTION",-0.0134739663938225,0.847097878771465,-8.93578822503376,9.04350236919781e-17,1.5072503948663e-15,26.2475543882873
"HALLMARK_ANGIOGENESIS",0.0287247606775811,0.456776953807011,8.75848438595288,3.03182229957727e-16,3.78977787447159e-15,25.0484715001084
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0183215869757184,0.780219993033468,8.42688654749447,2.81655639158556e-15,2.81655639158556e-14,22.8406747962503
"HALLMARK_E2F_TARGETS",-0.0294914082030006,0.736983594169509,-7.78197314784818,1.87825118481763e-13,1.56520932068136e-12,18.6869894584239
"HALLMARK_HYPOXIA",0.011438104336325,0.652240996357692,7.28306108415025,4.23220073655445e-12,3.02300052611032e-11,15.6131136423978
"HALLMARK_MTORC1_SIGNALING",-0.0141482036434769,0.860556251354881,-6.68551836927152,1.48868075362812e-10,9.30425471017574e-10,12.1089066931702
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0150637007591857,0.764468103133412,6.64229247421886,1.91129812839615e-10,1.06183229355341e-09,11.8633950854394
"HALLMARK_PANCREAS_BETA_CELLS",-0.0163648711095513,0.114188326257938,-6.59626074421836,2.491085841032e-10,1.245542920516e-09,11.6031743578458
"HALLMARK_COAGULATION",0.0183652537272837,0.435863600205191,6.43985287582974,6.07233352849957e-10,2.76015160386344e-09,10.7285670336187
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",-0.0222219546442334,0.868476201041017,-6.29898278052187,1.33818676409936e-09,5.57577818374733e-09,9.95373347189057
"HALLMARK_MYC_TARGETS_V2",-0.0282270617991359,0.75962564315976,-6.20760565969412,2.21994876969714e-09,8.53826449883515e-09,9.45778690599115
"HALLMARK_G2M_CHECKPOINT",-0.0205284898581246,0.75642454117003,-6.17793712845873,2.61361830416565e-09,9.33435108630588e-09,9.29790313110363
"HALLMARK_P53_PATHWAY",0.00986013491449611,0.745208408485904,5.97639334979925,7.80952289834821e-09,2.6031742994494e-08,8.22682332670652
"HALLMARK_MYOGENESIS",0.0137931840383889,0.429583208577153,5.37109841720361,1.78800443552941e-07,5.5875138610294e-07,5.17392242996712
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0103493012194559,0.426631238886979,4.8500632888714,2.17051490596893e-06,6.38386737049685e-06,2.75466098655448
"HALLMARK_XENOBIOTIC_METABOLISM",0.00996354713037684,0.558198264468086,4.72769354884872,3.79371693848444e-06,1.05381026069012e-05,2.21592441519723
"HALLMARK_SPERMATOGENESIS",-0.00620266410148823,0.291765133523591,-4.25344861299004,2.97587206977675e-05,7.83124228888618e-05,0.238402727365855
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00974230209308724,0.698536195748309,4.11714898818085,5.21306556392758e-05,0.000130326639098189,-0.296639889474701
"HALLMARK_UV_RESPONSE_DN",-0.00770300179084471,0.638479697683802,-4.07005778595135,6.30629826997344e-05,0.000150149958808891,-0.477962600475013
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",-0.00315761653484836,0.849272721176449,-3.62567727460623,0.000349132502093844,0.000793482959304192,-2.09788598159409
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-0.0140678379259354,0.957696478746592,-3.5147359225113,0.000522330627772111,0.00113550136472198,-2.47612408162992
"HALLMARK_PROTEIN_SECRETION",-0.0100876360117814,0.886919028448262,-3.46621278000378,0.00062103909431812,0.00129383144649608,-2.63821048366488
"HALLMARK_ANDROGEN_RESPONSE",-0.00888414093111067,0.781234253103993,-3.37917882631072,0.000843119801716682,0.00168623960343336,-2.92380148271478
"HALLMARK_MITOTIC_SPINDLE",-0.00703423602660114,0.821432472826747,-3.34151199679263,0.000960561529881833,0.00184723371131122,-3.04534583694782
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.0185818273794027,0.997619528550859,-3.29594777285346,0.00112296850286091,0.00207957130159428,-3.19070732110153
"HALLMARK_FATTY_ACID_METABOLISM",-0.00566621942926748,0.68485570247158,-3.23331493065902,0.00138812099200695,0.00240270790462703,-3.38753292572918
"HALLMARK_IL2_STAT5_SIGNALING",-0.00409290504934356,0.759094382099295,-3.23214825419202,0.00139357058468367,0.00240270790462703,-3.39116631719532
