"pathway","diff_score","AveExpr","t_stat","p_val","padj","B"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.0646598915259885,0.997619528550859,-16.9552948904985,1.86087851527951e-43,9.30439257639754e-42,87.1510175798695
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-0.0393519977879505,0.957696478746592,-14.5348516953966,4.06990933612091e-35,1.01747733403023e-33,67.9544637526152
"HALLMARK_INFLAMMATORY_RESPONSE",-0.0126754261028728,0.698495006630767,-8.2126571053342,1.16018355802199e-14,1.93363926336998e-13,21.0558526109952
"HALLMARK_IL6_JAK_STAT3_SIGNALING",-0.0114166876500832,0.780219993033468,-7.76287608000459,2.12084680341158e-13,2.65105850426448e-12,18.1824819253542
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",-0.0116732004379216,0.764468103133412,-7.6094756793,5.59139761107491e-13,5.59139761107491e-12,17.2249919262337
"HALLMARK_COMPLEMENT",-0.00717395616976152,0.778318486314582,-5.48073604517433,1.03244410925513e-07,8.6037009104594e-07,5.32040726043161
"HALLMARK_BILE_ACID_METABOLISM",0.00347045220803149,0.500559702428526,4.49952387091043,1.04360381662401e-05,7.4543129758858e-05,0.85361418735722
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",-0.00691219122617545,0.698536195748309,-4.31846308170051,2.26625130951756e-05,0.000141640706844847,0.11005459903495
"HALLMARK_NOTCH_SIGNALING",-0.00631637577596622,0.67787739585371,-4.01906933548033,7.73498225340135e-05,0.000429721236300075,-1.06136417446233
"HALLMARK_UV_RESPONSE_DN",0.00420573704942706,0.638479697683802,3.28519511645702,0.00116485209418719,0.00582426047093595,-3.61443963271291
"HALLMARK_KRAS_SIGNALING_UP",-0.00448287305588571,0.563098679558747,-3.23492451671122,0.00138063499941936,0.00622849043554418,-3.77224784942105
"HALLMARK_MYC_TARGETS_V1",0.00663626041652454,0.97035101139053,3.2112046828881,0.0014948377045306,0.00622849043554418,-3.84593145850703
"HALLMARK_KRAS_SIGNALING_DN",-0.00242071381106874,0.182488173678239,-2.79058534934934,0.00566652044279934,0.0217943093953821,-5.06877301285666
"HALLMARK_P53_PATHWAY",-0.0027216554898305,0.745208408485904,-2.4387537102473,0.0154339367135393,0.0551212025483547,-5.96754763555526
"HALLMARK_TGF_BETA_SIGNALING",0.00299832678638656,0.815018284329327,2.38301325221886,0.0179184892542845,0.0597282975142815,-6.09938199961575
"HALLMARK_PEROXISOME",0.00225116972213293,0.678178085285286,2.27661582394577,0.023654038892304,0.07391887153845,-6.34292930019508
"HALLMARK_XENOBIOTIC_METABOLISM",-0.00305351005023216,0.558198264468086,-2.14196893371927,0.0331614351189321,0.0975336327027415,-6.63582149698137
"HALLMARK_APOPTOSIS",-0.00221362673277153,0.810930283929164,-1.93493896054774,0.0541245388346138,0.15034594120726,-7.05251731532674
"HALLMARK_APICAL_SURFACE",0.00269959279573406,0.53498909015317,1.74208928969061,0.0827212620766574,0.217687531780677,-7.40367203261387
"HALLMARK_MYC_TARGETS_V2",0.00521293228342098,0.75962564315976,1.69480214725012,0.0913567379200233,0.228391844800058,-7.48429117346257
"HALLMARK_HYPOXIA",-0.00174725826939504,0.652240996357692,-1.64473327582814,0.101280194847017,0.23097880586625,-7.56728886630557
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00299207404208332,0.695048112475881,1.64303833953504,0.10163067458115,0.23097880586625,-7.57005590653707
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00385118958527919,0.868476201041017,1.61384395023153,0.107821321865191,0.234394177967807,-7.61727833704812
"HALLMARK_IL2_STAT5_SIGNALING",-0.00136362912983706,0.759094382099295,-1.59196805677008,0.112654068032267,0.234695975067224,-7.65211949761761
"HALLMARK_COAGULATION",-0.00282771507232374,0.435863600205191,-1.4658621645333,0.143941038169301,0.287882076338602,-7.84386678352611
"HALLMARK_PANCREAS_BETA_CELLS",0.00235278295599358,0.114188326257938,1.40199210058352,0.162156597757957,0.311839611072995,-7.93505193215406
"HALLMARK_FATTY_ACID_METABOLISM",0.00140843526781689,0.68485570247158,1.18814648090411,0.235901944483684,0.436855452747563,-8.21119111889782
